secteur,intersection,approche,direction_circulation,debit_total_24h,pourcentage_vehicules_lourds,annee
Hull,Louise-Campagna & Cygnes,Est,Est,4000,5,2021
Hull,Louise-Campagna & Cygnes,Sud,Nord,700,3.6,2021
Hull,Louise-Campagna & Cygnes,Sud,Sud,700,3.6,2021
Hull,Louise-Campagna & Cygnes,Ouest,Est,3400,5.4,2021
Hull,Louise-Campagna & Cygnes,Ouest,Ouest,3400,5.4,2021
Aylmer,Amérique Française & Vanier,Nord,Sud,7500,13.1,2021
Aylmer,Amérique Française & Vanier,Nord,Nord,7500,13.1,2021
Aylmer,Amérique Française & Vanier,Est,Ouest,2000,6.1,2021
Aylmer,Amérique Française & Vanier,Est,Est,2000,6.1,2021
Aylmer,Amérique Française & Vanier,Sud,Nord,7900,12.7,2021
Aylmer,Amérique Française & Vanier,Sud,Sud,7900,12.7,2021
Aylmer,Amérique Française & Vanier,Ouest,Est,0,0,2021
Aylmer,Amérique Française & Vanier,Ouest,Ouest,0,0,2021
Gatineau,Bel-Air & Chiasson,Nord,Sud,600,2.6,2021
Gatineau,Bel-Air & Chiasson,Nord,Nord,600,2.6,2021
Gatineau,Bel-Air & Chiasson,Est,Ouest,1700,3.5,2021
Gatineau,Bel-Air & Chiasson,Est,Est,1700,3.5,2021
Gatineau,Bel-Air & Chiasson,Sud,Nord,0,0,2021
Gatineau,Bel-Air & Chiasson,Sud,Sud,0,0,2021
Gatineau,Bel-Air & Chiasson,Ouest,Est,1500,3.3,2021
Gatineau,Bel-Air & Chiasson,Ouest,Ouest,1500,3.3,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Nord,Sud,3700,6.6,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Nord,Nord,3700,6.6,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Est,Ouest,400,2.3,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Est,Est,400,2.3,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Sud,Nord,4100,4,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Sud,Sud,4100,4,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Ouest,Est,400,5.4,2021
Gatineau,Boul. Saint-René & Frères Vachon & Paul-Laframboise,Ouest,Ouest,400,5.4,2021
Gatineau,Cheval-Blanc & Frégate,Nord,Sud,7000,3.5,2021
Gatineau,Cheval-Blanc & Frégate,Nord,Nord,7000,3.5,2021
Gatineau,Cheval-Blanc & Frégate,Est,Ouest,0,0,2021
Gatineau,Cheval-Blanc & Frégate,Est,Est,0,0,2021
Gatineau,Cheval-Blanc & Frégate,Sud,Nord,6400,2.8,2021
Gatineau,Cheval-Blanc & Frégate,Sud,Sud,6400,2.8,2021
Gatineau,Cheval-Blanc & Frégate,Ouest,Est,3400,3.2,2021
Gatineau,Cheval-Blanc & Frégate,Ouest,Ouest,3400,3.2,2021
Aylmer,Lucerne & Chemin Garden,Nord,Sud,800,3.5,2021
Aylmer,Lucerne & Chemin Garden,Nord,Nord,800,3.5,2021
Aylmer,Lucerne & Chemin Garden,Est,Ouest,12800,1.5,2021
Aylmer,Lucerne & Chemin Garden,Est,Est,12800,1.5,2021
Aylmer,Lucerne & Chemin Garden,Sud,Nord,1200,8.7,2021
Aylmer,Lucerne & Chemin Garden,Sud,Sud,1200,8.7,2021
Aylmer,Lucerne & Chemin Garden,Ouest,Est,12900,1.6,2021
Aylmer,Lucerne & Chemin Garden,Ouest,Ouest,12900,1.6,2021
Gatineau,Ernest-Gaboury & Morency,Nord,Sud,4700,5.9,2021
Gatineau,Ernest-Gaboury & Morency,Nord,Nord,4700,5.9,2021
Gatineau,Ernest-Gaboury & Morency,Est,Ouest,1400,4.8,2021
Gatineau,Ernest-Gaboury & Morency,Est,Est,1400,4.8,2021
Gatineau,Ernest-Gaboury & Morency,Sud,Nord,6100,4.2,2021
Gatineau,Ernest-Gaboury & Morency,Sud,Sud,6100,4.2,2021
Gatineau,Ernest-Gaboury & Morency,Ouest,Est,400,1,2021
Gatineau,Ernest-Gaboury & Morency,Ouest,Ouest,400,1,2021
Gatineau,Sillery & Pierrefonds & Entrée Garderie/Parc,Nord,Sud,3800,3.9,2021
Gatineau,Sillery & Pierrefonds & Entrée Garderie/Parc,Nord,Nord,3800,3.9,2021
Gatineau,Sillery & Pierrefonds & Entrée Garderie/Parc,Est,Ouest,400,3.6,2021
Gatineau,Sillery & Pierrefonds & Entrée Garderie/Parc,Est,Est,400,3.6,2021
Gatineau,Sillery & Pierrefonds & Entrée Garderie/Parc,Sud,Nord,4400,2.3,2021
Gatineau,Sillery & Pierrefonds & Entrée Garderie/Parc,Sud,Sud,4400,2.3,2021
Hull,Montpetit (Sens Unique),NA,Nord,400,4.1,2022
Gatineau,Atmec,Ouest,Est,2900,6.4,2022
Hull,Laval,Sud,Nord,1700,4.5,2022
Aylmer,Parker,Sud,Nord,900,3.2,2022
Gatineau,d'Auvergne,Ouest,Est,500,15,2022
Aylmer,Félix-Leclerc,Nord,Sud,300,3.3,2022
Gatineau,Guindon,Nord,Sud,500,3.3,2022
Aylmer,John,Nord,Sud,100,5.4,2022
Hull,Charlevoix (Sens Unique),Ouest,NA,300,1.9,2022
Gatineau,Oak,Sud,Nord,1000,2.4,2022
Hull,Millar,Nord,Sud,200,7.3,2022
Gatineau,Notre-Dame,Est,Ouest,5000,4.3,2022
Gatineau,Reine-Élisabeth,Est,Ouest,700,6.1,2022
Gatineau,Lemay,Sud,Sud,500,15.4,2022
Gatineau,Davidson Ouest,Est,Ouest,5300,4.4,2022
Gatineau,Saint-Alexandre,Est,Ouest,1300,4.6,2022
Aylmer,Boulevard Europe,Sud,Nord,4000,5.3,2022
Hull,Dussault,Ouest,Est,2300,5.2,2022
Aylmer,Paysans,Sud,Nord,300,3.4,2022
Aylmer,Nébuleuse,Est,Ouest,500,1.9,2022
Gatineau,Davidson Ouest,Ouest,Est,5300,4.4,2022
Gatineau,Nobert,Ouest,Est,3100,5.8,2022
Gatineau,Chemin St-Amour,Nord,Sud,1500,13,2022
Aylmer,Winston-Churchill,Est,Ouest,1000,4.8,2022
Aylmer,Osgoode,Ouest,Est,200,8.6,2022
Gatineau,Sommelier,Nord,Sud,400,20.2,2022
Buckingham,Labre,Nord,Sud,100,2,2022
Gatineau,André-Ménard,Ouest,Est,300,11.8,2022
Gatineau,Lotbinière,Sud,Nord,500,2.1,2022
Gatineau,Chemin des Érables,Nord,Sud,3000,4.4,2022
Gatineau,A-Gibeault,Ouest,Est,2300,4.3,2022
Hull,Citadelle,Sud,Nord,700,3.4,2022
Hull,Dussault,Est,Ouest,2300,5.2,2022
Hull,Berri,Sud,Nord,1200,4.3,2022
Aylmer,Riesling,Est,Ouest,1100,1.4,2022
Buckingham,Bertrand,Nord,Sud,1100,4.7,2022
Aylmer,Mozart,Nord,Sud,200,8,2022
Aylmer,McConnell,Ouest,Est,1300,2.1,2022
Gatineau,Savane,Est,Ouest,5600,3.7,2022
Hull,Comète,Nord,Sud,600,5.7,2022
Gatineau,Main,Nord,Sud,400,13.4,2022
Gatineau,Sève,Est,Ouest,600,9.6,2022
Hull,Fortier,Nord,Sud,2000,6.3,2022
Buckingham,Maclaren Est,Sud,Nord,5000,5.9,2022
Aylmer,Amérique-Française,Est,Ouest,2200,7.4,2022
Hull,Millar,Sud,Nord,200,7.3,2022
Gatineau,Pierre-Lafontaine,Est,Ouest,1000,8,2022
Aylmer,Riesling,Ouest,Est,1100,1.4,2022
Gatineau,Leclerc,Ouest,Est,0,0,2022
Gatineau,Cheval-Blanc,Sud,Nord,1800,3.1,2022
Aylmer,Boulevard Europe,Nord,Sud,4000,5.3,2022
Gatineau,Sève,Est,Ouest,800,6,2022
Gatineau,Saint-André,Ouest,Est,300,9.5,2022
Gatineau,Acadie,Est,Ouest,1500,4.7,2022
Gatineau,Pradet,Ouest,Est,500,5.6,2022
Aylmer,Riopelle,Ouest,Est,300,5.2,2022
Gatineau,Mitchell,Nord,Sud,2600,5.5,2022
Aylmer,Thomas-Sayer,Nord,Sud,300,12.1,2022
Aylmer,Amérique-Française,Ouest,Est,1900,6.7,2022
Gatineau,Jacques-Cartier,Est,Ouest,4400,3.5,2022
Gatineau,André-Ménard,Est,Ouest,300,11.8,2022
Gatineau,Pradet,Sud,Nord,100,9.5,2022
Aylmer,Saint-Malo,Sud,Nord,0,9.5,2022
Aylmer,Riopelle,Est,Ouest,300,5.2,2022
Hull,Dôme,Nord,Sud,500,5.2,2022
Masson-Angers,Neuville,Est,Ouest,2500,6.8,2022
Aylmer,Winston-Churchill,Ouest,Est,1000,4.8,2022
Hull,Gamelin,Ouest,Est,5800,5.1,2022
Gatineau,Canipco,Est,Ouest,800,5.7,2022
Gatineau,Cannes,Ouest,Est,2100,9.9,2022
Gatineau,Montebello,Ouest,Est,300,9.8,2022
Aylmer,Barcelone,Ouest,Est,100,11.5,2022
Aylmer,Paysans,Nord,Sud,300,3.4,2022
Aylmer,Artisans,Ouest,Est,600,7,2022
Gatineau,Gréber,Ouest,Est,6300,5.4,2022
Aylmer,Pergame,Ouest,Est,300,8.1,2022
Gatineau,Sucres,Nord,Sud,2100,5.9,2022
Gatineau,Saint-René Est,Ouest,Est,9400,5.9,2022
Aylmer,Verger,Est,Ouest,1300,4.5,2022
Aylmer,Bourgeau Sud,Est,Ouest,200,4.1,2022
Aylmer,Nancy-Elliott,Est,Ouest,900,8.4,2022
Gatineau,Boulevard Labrosse,Sud,NA,600,2,2022
Aylmer,Katimavik,Sud,Nord,2700,3.7,2022
Aylmer,Chablis,Nord,Sud,700,1.5,2022
Gatineau,Graveline,Ouest,Est,4300,3,2022
Buckingham,Chemin Donaldson,Nord,Sud,2400,7.6,2022
Aylmer,d'Orsay,Nord,Sud,500,4.7,2022
Aylmer,Principale,Est,Ouest,12500,5.1,2022
Aylmer,Beaumarchais,Sud,Nord,200,5.5,2022
Hull,Bériault,Ouest,Est,1700,6.3,2022
Buckingham,Maclaren Est,Nord,Sud,5700,3.4,2022
Hull,Labelle,Sud,Nord,1600,5.9,2022
Gatineau,Pradet,Est,Ouest,500,5.6,2022
Gatineau,Frégate,Ouest,Est,2100,3.6,2022
Aylmer,Anvers,Sud,Nord,600,8.1,2022
Buckingham,Bertrand,Ouest,Est,3100,6,2022
Hull,Gravité,Nord,Sud,1000,3.4,2022
Gatineau,Leclerc,Est,Ouest,0,0,2022
Gatineau,Georges-Vanier,Sud,Nord,800,5.1,2022
Hull,Montpetit (Sens Unique),Nord,NA,400,4.1,2022
Aylmer,Victor-Beaudry,Nord,Sud,1200,5.8,2022
Gatineau,Berthiaume,Ouest,Est,100,9.8,2022
Aylmer,Raton-Laveur,Sud,Nord,1000,13.7,2022
Gatineau,Touraine,Sud,Nord,1400,7.1,2022
Hull,Millar,Nord,Sud,200,5,2022
Hull,Isabelle,Ouest,Est,7100,5.9,2022
Gatineau,Davidson Ouest,Ouest,Est,4900,4.6,2022
Gatineau,Provence,Nord,Sud,400,9.5,2022
Aylmer,Pergame,Est,Ouest,300,8.1,2022
Masson-Angers,Becs-Scie,Nord,Sud,800,5.4,2022
Aylmer,Impasse de l'Excursion,Ouest,Est,100,3.4,2022
Gatineau,Main,Sud,Nord,400,13.4,2022
Gatineau,Montebello,Est,Ouest,300,9.8,2022
Aylmer,Vanier (2ième comptage),Nord,Sud,800,15.3,2022
Gatineau,Isaac-Jogues,Est,Ouest,200,7,2022
Masson-Angers,Georges,Sud,Nord,12500,4.6,2022
Hull,Larose,Nord,Sud,300,8.1,2022
Aylmer,Chemin de la Montagne,NA,Sud,1700,3.3,2022
Aylmer,Chemin Perry,NA,Sud,500,5,2022
Aylmer,Verger,Est,Ouest,2000,7.4,2022
Masson-Angers,Forteresse,Sud,Nord,2200,9.7,2022
Hull,Boulevard Riel,Est,Ouest,2300,6.4,2022
Hull,Laval,Nord,Sud,1700,4.5,2022
Gatineau,Antoine,Nord,Sud,400,6.3,2022
Gatineau,Abbé-Ginguet,Sud,Nord,200,4,2022
Aylmer,Samuel-Edey,Nord,Sud,6100,3.2,2022
Aylmer,Avenue des Artisans,Nord,Sud,800,4.2,2022
Aylmer,Pine,Nord,Sud,1100,11.9,2022
Gatineau,Hillcrest,Est,Ouest,2000,2.5,2022
Aylmer,Impasse de l'Excursion,Est,Ouest,100,3.4,2022
Aylmer,Nébuleuse,Est,Ouest,700,5.2,2022
Hull,Boulevard Lucerne,Ouest,Est,1000,3.4,2022
Gatineau,Davidson Ouest,Est,Ouest,4900,4.6,2022
Gatineau,Antoine,Sud,Nord,400,6.3,2022
Gatineau,Cannes,Nord,Sud,4300,4.5,2022
Aylmer,John,Sud,Nord,100,5.4,2022
Aylmer,Front,Est,Ouest,2300,4.9,2022
Aylmer,Amsterdam,Sud,Nord,1300,9.7,2022
Hull,Hormidas-Dupuis,Sud,Nord,400,3.6,2022
Aylmer,Bourgeau Sud,Ouest,Est,200,4.1,2022
Gatineau,Saint-René Est,Est,Ouest,9400,5.9,2022
Aylmer,Avenue des Artisans,Ouest,Est,700,3.4,2022
Aylmer,Jean-Delisle,Ouest,Est,700,2.4,2022
Hull,Gravité,Sud,Nord,1000,3.4,2022
Hull,Lemieux,Nord,Sud,200,5.5,2022
Buckingham,Dollard,Sud,Nord,3100,5.9,2022
Gatineau,Boulevard Labrosse,Nord,NA,500,3.5,2022
Gatineau,Jacques-Cartier,Ouest,Est,4400,3.5,2022
Gatineau,Nobert,Sud,Nord,700,1.2,2022
Hull,Isabelle,Est,Ouest,7100,5.9,2022
Non précisé,Vanier & Vernon,Ouest,Ouest,0,0,2023
Non précisé,Vanier & Vernon,Est,Ouest,900,13.6,2023
Non précisé,Verger & Hibou,Est,Ouest,3600,1.7,2023
Non précisé,Verger & Hibou,Sud,Nord,1100,2.6,2023
Non précisé,St-Joseph & Montclair,Sud,Sud,7800,4.8,2023
Non précisé,Terrasse Eardley & Edward-Langton-Quirck,Ouest,Est,0,0,2023
Non précisé,Graveline & Gouin,Nord,Sud,0,0,2023
Non précisé,Georges & Jean-Bastiste Routhier,Ouest,Ouest,800,3,2023
Non précisé,St-Joseph & Montclair,Ouest,Est,9400,4.5,2023
Non précisé,Jean Proulx & Deveault,Nord,Sud,9400,8.9,2023
Non précisé,Malony & Greber,Nord,Sud,29000,2.1,2023
Non précisé,Montagne & Brises,Ouest,Ouest,700,1.3,2023
Non précisé,Greber & Accès 355 Gréber,Sud,Sud,25000,1.9,2023
Non précisé,Carrière&Edmonton&Atawe,Ouest,Ouest,4300,11.6,2023
Non précisé,Vanier & Vernon,Sud,Sud,3100,6.9,2023
Non précisé,Montcalm & Wellington,Sud,Sud,8700,6.2,2023
Non précisé,Eardley & Hautes-Rives,Ouest,Ouest,5600,3.8,2023
Non précisé,Dalton & Sous-Bois,Nord,Nord,1200,4.3,2023
Non précisé,Verger & Hibou,Est,Est,3600,1.7,2023
Non précisé,St-Joseph & Montclair,Est,Est,17300,4.1,2023
Non précisé,Front&Fabrique,Est,Est,800,1.8,2023
Non précisé,Verendye & du Barry,Ouest,Ouest,37000,2.8,2023
Non précisé,Mont-Bleu & Marcoux,Ouest,Est,6200,7.6,2023
Non précisé,Laverendrye & Paquette,Sud,Nord,300,7.2,2023
Non précisé,Montagne & Brises,Est,Est,0,0,2023
Non précisé,Carrière&Adrien-Robert,Est,Ouest,0,0,2023
Non précisé,Verendrye & Cité,Nord,Sud,3100,10.6,2023
Non précisé,Neuville & Petit Village,Est,Ouest,0,0,2023
Non précisé,Front&Fabrique,Nord,Nord,4100,3.9,2023
Non précisé,Maisonneuve & Verdun,Est,Ouest,1100,2.8,2023
Non précisé,Vanier & Pink,Ouest,Est,4800,17.9,2023
Non précisé,Eardley & Hautes-Rives,Sud,Nord,1000,0.7,2023
Non précisé,Eddy & Wellington,Est,Ouest,2500,1.2,2023
Non précisé,Eddy & Wellington,Nord,Nord,2000,4.2,2023
Non précisé,Laverendrye & Lafrance,Ouest,Est,16100,3,2023
Non précisé,Dalton & Sous-Bois,Sud,Sud,800,6.2,2023
Non précisé,Eardley & Hautes-Rives,Sud,Sud,1000,0.7,2023
Non précisé,Greber &Orleans,Est,Est,2100,4.4,2023
Non précisé,Lionel-Émond & Camille Gay,Nord,Nord,400,0.5,2023
Non précisé,Verger & Hibou,Nord,Nord,0,0,2023
Non précisé,D'Auvergne & Provence,Ouest,Ouest,0,0,2023
Non précisé,Vanier & Pink,Est,Ouest,6300,21.6,2023
Non précisé,Greber & Verendrye,Nord,Sud,17600,1.8,2023
Non précisé,Montcalm & Wright,Ouest,Ouest,500,2.5,2023
Non précisé,Jean Proulx & Deveault,Ouest,Ouest,1800,14.2,2023
Non précisé,D'Auvergne & Provence,Nord,Nord,1500,5.7,2023
Non précisé,Front & Verger,Ouest,Est,0,0,2023
Non précisé,Plateau & Livepool,Est,Est,0,0,2023
Non précisé,Laverendrye & A-50,Sud,Nord,11000,1.9,2023
Non précisé,Plateau & Marigot,Ouest,Est,1200,2.1,2023
Non précisé,D'Auvergne & Provence,Est,Ouest,400,8.3,2023
Non précisé,Neuville & Petit Village,Sud,Nord,200,0,2023
Non précisé,Principale & Parker,Ouest,Est,4200,3.5,2023
Non précisé,Dalton & Sous-Bois,Est,Ouest,1000,7.5,2023
Non précisé,Greber & Accès 355 Gréber,Est,Ouest,1800,0.9,2023
Non précisé,Maisonneuve & Alumettière,Est,Est,14900,3.8,2023
Non précisé,Lionel-Émond & Camille Gay,Sud,Sud,400,0.5,2023
Non précisé,Plateau & Marigot,Est,Est,0,0,2023
Non précisé,Amsterdam & Barcelone,Est,Est,1200,6.4,2023
Non précisé,Doucet & St Mélanie,Sud,Sud,1000,1.2,2023
Non précisé,Dalton & Sous-Bois,Nord,Sud,1200,4.3,2023
Non précisé,Émile Zola & Paul Claudel,Sud,Nord,400,2.4,2023
Non précisé,Doucet & St Mélanie,Nord,Nord,0,0,2023
Non précisé,Eddy & Wellington,Nord,Sud,2000,4.2,2023
Non précisé,Verendye & du Barry,Est,Est,33400,2.7,2023
Non précisé,Greber & Verendrye,Nord,Nord,17600,1.8,2023
Non précisé,Greber & Accès 355 Gréber,Ouest,Ouest,0,0,2023
Non précisé,de Canne & Saint Vallier ( au sud de Cavillion),Est,Est,0,0,2023
Non précisé,Amsterdam & Barcelone,Sud,Sud,0,0,2023
Non précisé,Laverendrye & A-50,Est,Est,37200,2.7,2023
Non précisé,Moussette & Brodeur,Est,Ouest,700,0,2023
Non précisé,Front&Fabrique,Sud,Nord,6700,3.3,2023
Non précisé,Moussette & Brodeur,Sud,Sud,1500,0,2023
Non précisé,McConnell & Manoirs,Nord,Sud,1100,5.5,2023
Non précisé,Vanier & Pink,Sud,Nord,4000,9.3,2023
Non précisé,de Canne & Saint Vallier ( au sud de Cavillion),Sud,Nord,4900,3.2,2023
Non précisé,Parker & Symmes,Sud,Nord,400,2.5,2023
Non précisé,Atmosphere & Grives,Sud,Nord,9600,3.2,2023
Non précisé,Greber & Accès 355 Gréber,Est,Est,1800,0.9,2023
Non précisé,Europe & Ganymede,Sud,Nord,3700,3.1,2023
Non précisé,Verendye & du Barry,Nord,Sud,3400,1.5,2023
Non précisé,Paiment & Bellechasse,Est,Ouest,0,0,2023
Non précisé,Laverendrye & A-50,Ouest,Est,34900,2.6,2023
Non précisé,Greber &Orleans,Nord,Nord,23300,2.2,2023
Non précisé,Sacré-Cœur & St-Rédempteur,Nord,Sud,18200,0,2023
Non précisé,Bellehumeur&Lamarche,Ouest,Ouest,4800,1.2,2023
Non précisé,Verendye & Ernest Gaboury,Nord,Nord,6000,2.9,2023
Non précisé,Laverendrye & A-50,Est,Ouest,37200,2.7,2023
Non précisé,St-Rédempteur & Wright,Est,Est,400,4.5,2023
Non précisé,Greber&StRené,Est,Est,8900,2.4,2023
Non précisé,Bellehumeur&Lamarche,Nord,Sud,10400,2.4,2023
Non précisé,Montcalm & Wellington,Est,Ouest,4300,3,2023
Non précisé,Labrosse & O'Farrell,Nord,Nord,15400,4.4,2023
Non précisé,Sacré-Cœur & St-Rédempteur,Ouest,Est,800,0,2023
Non précisé,Amsterdam & Barcelone,Sud,Nord,0,0,2023
Non précisé,Doucet & St Mélanie,Est,Ouest,1200,3.2,2023
Non précisé,Lionel-Émond & Camille Gay,Est,Ouest,100,0,2023
Non précisé,Labrosse & O'Farrell,Est,Est,0,0,2023
Non précisé,Front&Fabrique,Est,Ouest,800,1.8,2023
Non précisé,Paiment & Bellechasse,Ouest,Est,4800,3.2,2023
Non précisé,St-René est & Marcelle-Ferron,Ouest,Est,10800,4.3,2023
Non précisé,Greber &Orleans,Est,Ouest,2100,4.4,2023
Non précisé,Eddy & Wellington,Ouest,Ouest,4400,3.4,2023
Non précisé,Sacré-Cœur & St-Rédempteur,Sud,Sud,11400,0,2023
Non précisé,Montcalm & Papineau,Ouest,Est,13500,4.7,2023
Non précisé,Parker & Symmes,Nord,Sud,300,3.9,2023
Non précisé,Maisonneuve & Verdun,Nord,Sud,35100,3.8,2023
Non précisé,Georges & Jean-Bastiste Routhier,Sud,Nord,7100,3.6,2023
Non précisé,Europe & Ganymede,Nord,Nord,3400,3.3,2023
Non précisé,Laverendrye & A-50,Ouest,Ouest,34900,2.6,2023
Non précisé,Sommelier & piste cylable,Nord,Nord,0,0,2023
Non précisé,Neuville & Margaux,Sud,Sud,0,0,2023
Non précisé,Greber&StRené,Sud,Nord,15300,2.2,2023
Non précisé,Amsterdam & Barcelone,Nord,Sud,200,2.6,2023
Non précisé,Mont-Bleu & Marcoux,Nord,Sud,1200,2.3,2023
Non précisé,Mont-Bleu & Marcoux,Est,Ouest,6300,7.5,2023
Non précisé,de Canne & Saint Vallier ( au sud de Cavillion),Ouest,Ouest,800,2.7,2023
Non précisé,Maisonneuve & Verdun,Ouest,Est,1400,2.6,2023
Non précisé,Neuville & Petit Village,Ouest,Ouest,600,0,2023
Non précisé,Vanier & Pink,Ouest,Ouest,4800,17.9,2023
Non précisé,Georges & Jean-Bastiste Routhier,Nord,Sud,7200,4.6,2023
Non précisé,Laverendrye & Lafrance,Est,Est,14500,3.1,2023
Non précisé,Georges & Jean-Bastiste Routhier,Nord,Nord,7200,4.6,2023
Non précisé,Greber & Verendrye,Ouest,Est,23800,1.9,2023
Non précisé,Montagne & Brises,Ouest,Est,700,1.3,2023
Non précisé,Laverendrye & Lafrance,Sud,Nord,3200,3.3,2023
Non précisé,Neuville & Margaux,Ouest,Ouest,7100,2.7,2023
Non précisé,Labrosse & St René,Est,Est,14100,7.2,2023
Non précisé,Wellington & Leduc,Sud,Nord,1700,1.4,2023
Non précisé,Front & Verger,Est,Est,1400,0,2023
Non précisé,Carrière&Adrien-Robert,Ouest,Ouest,2200,12.5,2023
Non précisé,Montcalm & Papineau,Est,Est,11600,5.2,2023
Non précisé,Greber & Verendrye,Ouest,Ouest,23800,1.9,2023
Non précisé,Plateau & Livepool,Nord,Sud,8400,3.2,2023
Non précisé,Laverendrye & Paquette,Est,Ouest,12300,3.9,2023
Non précisé,Jean Proulx & Deveault,Sud,Nord,9300,8.7,2023
Non précisé,Laverendrye & Lafrance,Sud,Sud,3200,3.3,2023
Non précisé,Montcalm & Wright,Est,Ouest,1100,1.9,2023
Non précisé,Eardley & Hautes-Rives,Ouest,Est,5600,3.8,2023
Non précisé,Europe & Ganymede,Nord,Sud,3400,3.3,2023
Non précisé,Verendrye & Cité,Est,Ouest,20600,3.5,2023
Non précisé,Laverendrye & A-50,Nord,Sud,0,0,2023
Non précisé,Montagne & Brises,Est,Ouest,0,0,2023
Non précisé,Labrosse & O'Farrell,Est,Ouest,0,0,2023
Non précisé,Wellington & St-Jacques,Nord,Sud,900,1.4,2023
Non précisé,Carrière&Edmonton&Atawe,Sud,Nord,15200,9.9,2023
Non précisé,Greber & Accès 355 Gréber,Nord,Nord,24600,1.9,2023
Non précisé,Front&Fabrique,Ouest,Ouest,4700,2.3,2023
Non précisé,Greber & la Gappe,Nord,Sud,23600,2.5,2023
Non précisé,Sommelier & piste cylable,Est,Est,0,0,2023
