ID_Variable;QUOTE_DATE;SEASON;Quarter;MONTH;VEHICLE_YEAR;VEHICLE_MAKE;VEHICLE_MODEL;VEHICLE_TYPE;ANNUAL_KM;COMMUTE_DISTANCE;VEHICLE_USE;FSA_CODE;REGIONAL_AREA;MARITAL_STATUS;GENDER;MULTI_PRODUCT;YEARS_LICENSED;YEAR_OF_BIRTH;AGE;GENERATION;IS_BOUND;IS_BOUND_BINARY
40065371;18/08/2016;Summer;Q3;August;2010;FORD;FUSION;CAR;20000;10;Commute;L2J;Central Ontario;Single;Male;Yes;3;1972;44;Gen X;Not Bound;0
40065372;18/08/2016;Summer;Q3;August;2003;TOYOTA;COROLLA;CAR;20000;5;Commute;L1S;Central Ontario;Married;Male;Yes;12;1966;50;Gen X;Bound;1
40065373;18/08/2016;Summer;Q3;August;2015;TOYOTA;CAMRY;CAR;20000;15;Commute;C1E;Prince Edward Island;Single;Female;No;45;1954;62;Baby Boomers;Not Bound;0
40065374;18/08/2016;Summer;Q3;August;2007;TOYOTA;COROLLA;CAR;10000;;Pleasure;L9T;Central Ontario;Single;Female;Yes;13;1958;58;Baby Boomers;Not Bound;0
40065375;18/08/2016;Summer;Q3;August;2016;HONDA;CIVIC;CAR;20000;16;Commute;L3C;Central Ontario;Married;Female;Yes;7;1978;38;Gen Y;Bound;1
40065376;18/08/2016;Summer;Q3;August;2002;GMC;SIERRA;TRUCK;10000;91;Commute;P0T;Northern Ontario;Married;Female;Yes;44;1955;61;Baby Boomers;Not Bound;0
40065377;18/08/2016;Summer;Q3;August;1998;VOLKSWAGEN;NEW BEETLE;CAR;10000;10;Commute;N0H;Southwestern Ontario;Single;Female;Yes;0;1998;18;Gen Z;Bound;1
40065378;18/08/2016;Summer;Q3;August;2015;BMW;5 series;CAR;20000;16;Commute;L4H;Central Ontario;Married;Female;Yes;31;1964;52;Baby Boomers;Not Bound;0
40065379;18/08/2016;Summer;Q3;August;2004;DODGE;NEON;CAR;4000;;Pleasure;N8M;Southwestern Ontario;Married;Female;Yes;2;1997;19;Gen Z;Bound;1
40065380;18/08/2016;Summer;Q3;August;2015;NISSAN;MICRA;CAR;20000;5;Commute;K8A;Eastern Ontario;Single;Female;Yes;12;1987;29;Gen Y;Bound;1
40065381;18/08/2016;Summer;Q3;August;2015;TOYOTA;PRIUS;CAR;10000;;Pleasure;K8P;Eastern Ontario;Married;Female;Yes;46;1951;65;Baby Boomers;Bound;1
40065382;18/08/2016;Summer;Q3;August;2010;FORD;FOCUS;CAR;10000;;Pleasure;A0N;Newfoundland and Labrador;Widow_Widower;Female;Yes;30;1945;71;Traditionalist;Not Bound;0
40065383;18/08/2016;Summer;Q3;August;2006;TOYOTA;YARIS;CAR;10000;;Pleasure;N4K;Southwestern Ontario;Married;Male;Yes;50;1948;68;Baby Boomers;Not Bound;0
40065384;18/08/2016;Summer;Q3;August;2003;HONDA;CIVIC;CAR;10000;16;Commute;L4J;Central Ontario;Married;Female;Yes;19;1963;53;Baby Boomers;Bound;1
40065385;18/08/2016;Summer;Q3;August;2011;JEEP;GRAND CHEROKEE ;CAR;10000;;Pleasure;K2T;Eastern Ontario;Married;Male;Yes;5;1980;36;Gen Y;Bound;1
40065386;18/08/2016;Summer;Q3;August;2015;TOYOTA;RAV4;CAR;8000;;Pleasure;N0R;Southwestern Ontario;Married;Female;Yes;48;1949;67;Baby Boomers;Bound;1
40065387;18/08/2016;Summer;Q3;August;2005;MERCEDES BENZ;C;CAR;10000;;Pleasure;M6A;Metropolitan Toronto;Married;Female;No;26;1954;62;Baby Boomers;Not Bound;0
40065388;18/08/2016;Summer;Q3;August;2005;FORD;FOCUS;CAR;10000;;Pleasure;N2R;Southwestern Ontario;Married;Male;Yes;21;1961;55;Baby Boomers;Bound;1
40065389;18/08/2016;Summer;Q3;August;2012;MAZDA;MAZDA3;CAR;10000;;Pleasure;K0B;Eastern Ontario;Married;Male;No;34;1962;54;Baby Boomers;Not Bound;0
40065390;18/08/2016;Summer;Q3;August;2013;MERCEDES BENZ;GLK;CAR;10000;;Pleasure;B3P;Nova Scotia;Married;Female;Yes;29;1970;46;Gen X;Not Bound;0
40065391;18/08/2016;Summer;Q3;August;2004;BMW;3 series;CAR;10000;5;Commute;B3K;Nova Scotia;Married;Female;Yes;20;1979;37;Gen Y;Bound;1
40065392;18/08/2016;Summer;Q3;August;2005;CHEVROLET;MALIBU;CAR;5000;;Pleasure;B0P;Nova Scotia;Single;Male;No;34;1966;50;Gen X;Bound;1
40065393;18/08/2016;Summer;Q3;August;2007;JEEP;COMPASS;CAR;10000;10;Commute;K0G;Eastern Ontario;Married;Female;No;2;1966;50;Gen X;Bound;1
40065394;18/08/2016;Summer;Q3;August;2005;HONDA;CIVIC;CAR;5000;;Pleasure;N7V;Southwestern Ontario;Single;Male;Yes;4;1991;25;Gen Y;Not Bound;0
40065395;18/08/2016;Summer;Q3;August;2001;FORD;F-150;TRUCK;20000;30;Commute;N0H;Southwestern Ontario;Single;Male;No;40;1959;57;Baby Boomers;Bound;1
40065396;18/08/2016;Summer;Q3;August;2011;CHEVROLET;TAHOE;CAR;12000;10;Commute;A2H;Newfoundland and Labrador;Single;Male;No;13;1985;31;Gen Y;Not Bound;0
40065397;18/08/2016;Summer;Q3;August;2000;VOLKSWAGEN;NEW BEETLE;CAR;20000;20;Commute;K0J;Eastern Ontario;Single;Female;No;0;1998;18;Gen Z;Bound;1
40065398;18/08/2016;Summer;Q3;August;2000;JEEP;GRAND CHEROKEE ;CAR;20000;20;Commute;K0M;Eastern Ontario;Single;Male;No;2;1973;43;Gen X;Bound;1
40065399;18/08/2016;Summer;Q3;August;2005;LAMBORGHINI;GALLARDO;SPORTS CAR;6000;;Pleasure;L8P;Central Ontario;Married;Male;No;34;1964;52;Baby Boomers;Bound;1
40065400;18/08/2016;Summer;Q3;August;2007;FORD;FOCUS;CAR;10000;10;Commute;K1H;Eastern Ontario;Single;Male;No;8;1989;27;Gen Y;Bound;1
40065401;18/08/2016;Summer;Q3;August;2006;DODGE;CARAVAN;VAN;20000;5;Commute;N5A;Southwestern Ontario;Single;Female;No;9;1990;26;Gen Y;Not Bound;0
40065402;18/08/2016;Summer;Q3;August;2010;DODGE;RAM;TRUCK;20000;27;Commute;K2L;Eastern Ontario;Single;Male;Yes;3;1991;25;Gen Y;Not Bound;0
40065403;18/08/2016;Summer;Q3;August;2011;BMW;3 series;CAR;15000;20;Commute;N0J;Southwestern Ontario;Single;Male;No;7;1992;24;Gen Y;Bound;1
40065404;18/08/2016;Summer;Q3;August;2011;TOYOTA;TACOMA;TRUCK;10000;;Pleasure;A0E;Newfoundland and Labrador;Married;Male;No;43;1955;61;Baby Boomers;Not Bound;0
40065405;18/08/2016;Summer;Q3;August;2010;FORD;FOCUS;CAR;8000;7;Commute;A0A;Newfoundland and Labrador;Married;Female;No;43;1955;61;Baby Boomers;Not Bound;0
40065406;18/08/2016;Summer;Q3;August;2006;CHRYSLER;SEBRING;CAR;10000;10;Commute;L4M;Central Ontario;Divorced;Female;No;16;1959;57;Baby Boomers;Not Bound;0
40065407;18/08/2016;Summer;Q3;August;2007;CHEVROLET;COBALT;CAR;15000;20;Commute;N7G;Southwestern Ontario;Single;Male;No;3;1996;20;Gen Z;Not Bound;0
40065408;18/08/2016;Summer;Q3;August;2007;CHEVROLET;SILVERADO;TRUCK;7000;;Pleasure;A0J;Newfoundland and Labrador;Single;Female;No;8;1989;27;Gen Y;Not Bound;0
40065409;18/08/2016;Summer;Q3;August;2010;FORD;RANGER;TRUCK;10000;;Pleasure;K0K;Eastern Ontario;Single;Male;Yes;51;1948;68;Baby Boomers;Bound;1
40065410;18/08/2016;Summer;Q3;August;2009;PONTIAC;WAVE;CAR;10000;;Pleasure;N4W;Southwestern Ontario;Married;Female;Yes;64;1935;81;Traditionalist;Not Bound;0
40065411;18/08/2016;Summer;Q3;August;2009;CHEVROLET;MALIBU;CAR;15000;6;Commute;P6A;Northern Ontario;Married;Male;Yes;28;1971;45;Gen X;Bound;1
40065412;18/08/2016;Summer;Q3;August;2005;MAZDA;MAZDA3;CAR;7000;;Pleasure;N0C;Southwestern Ontario;Single;Male;Yes;42;1957;59;Baby Boomers;Bound;1
40065413;18/08/2016;Summer;Q3;August;2015;FORD;EDGE;CAR;1000;;Pleasure;P0C;Northern Ontario;Married;Male;Yes;52;1948;68;Baby Boomers;Bound;1
40065414;18/08/2016;Summer;Q3;August;2011;DODGE;RAM;TRUCK;20000;96;Commute;A2B;Newfoundland and Labrador;Single;Male;No;27;1971;45;Gen X;Bound;1
40065415;18/08/2016;Summer;Q3;August;2013;KIA;FORTE;CAR;20000;15;Commute;K0A;Eastern Ontario;Married;Female;Yes;24;1966;50;Gen X;Not Bound;0
40065416;18/08/2016;Summer;Q3;August;2013;GMC;SIERRA;TRUCK;10000;;Pleasure;N0J;Southwestern Ontario;Married;Male;Yes;17;1982;34;Gen Y;Bound;1
40065417;18/08/2016;Summer;Q3;August;2005;CHRYSLER;300;CAR;5000;;Pleasure;K8N;Eastern Ontario;Married;Female;Yes;55;1942;74;Traditionalist;Not Bound;0
40065418;18/08/2016;Summer;Q3;August;2010;TOYOTA;COROLLA;CAR;15000;69;Commute;N2M;Southwestern Ontario;Single;Female;No;12;1984;32;Gen Y;Not Bound;0
40065419;18/08/2016;Summer;Q3;August;2004;HONDA;CIVIC;CAR;30000;75;Commute;L0L;Central Ontario;Married;Female;Yes;29;1967;49;Gen X;Not Bound;0
40065420;18/08/2016;Summer;Q3;August;2013;LINCOLN;MKX;CAR;5000;;Pleasure;P6A;Northern Ontario;Married;Female;Yes;47;1953;63;Baby Boomers;Not Bound;0
40065421;18/08/2016;Summer;Q3;August;2000;CHEVROLET;S10;TRUCK;20000;20;Commute;K0K;Eastern Ontario;Single;Female;Yes;4;1995;21;Gen Y;Bound;1
40065422;18/08/2016;Summer;Q3;August;2013;BMW;X5;CAR;4000;;Pleasure;L6C;Central Ontario;Married;Male;Yes;7;1985;31;Gen Y;Not Bound;0
40065423;18/08/2016;Summer;Q3;August;2013;MAZDA;MAZDA3;CAR;10000;5;Commute;P9N;Northern Ontario;Single;Female;No;6;1977;39;Gen Y;Not Bound;0
40065424;18/08/2016;Summer;Q3;August;2010;ACURA;RDX;CAR;10000;10;Commute;L3S;Central Ontario;Married;Female;Yes;9;1984;32;Gen Y;Bound;1
40065425;18/08/2016;Summer;Q3;August;2012;CHEVROLET;EQUINOX;CAR;12000;10;Commute;M1V;Metropolitan Toronto;Married;Male;Yes;6;1959;57;Baby Boomers;Not Bound;0
40065426;18/08/2016;Summer;Q3;August;2016;KIA;RIO;CAR;25000;;Business;E1H;New Brunswick;Married;Female;Yes;22;1977;39;Gen Y;Not Bound;0
40065427;18/08/2016;Summer;Q3;August;2006;TOYOTA;SIENNA;VAN;9000;;Pleasure;K0A;Eastern Ontario;Married;Female;Yes;11;1987;29;Gen Y;Not Bound;0
40065428;18/08/2016;Summer;Q3;August;2004;LEXUS;IS ;CAR;10000;;Pleasure;L0S;Central Ontario;Married;Female;Yes;45;1951;65;Baby Boomers;Not Bound;0
40065429;18/08/2016;Summer;Q3;August;2010;MAZDA;MAZDA3;CAR;10000;5;Commute;N6M;Southwestern Ontario;Married;Male;Yes;36;1963;53;Baby Boomers;Bound;1
40065430;18/08/2016;Summer;Q3;August;2003;VOLKSWAGEN;PASSAT;CAR;10000;37;Commute;P0J;Northern Ontario;Single;Female;Yes;2;1995;21;Gen Y;Bound;1
40065431;18/08/2016;Summer;Q3;August;2009;HONDA;CIVIC;CAR;10000;15;Commute;M6C;Metropolitan Toronto;Single;Female;Yes;3;1991;25;Gen Y;Not Bound;0
40065432;18/08/2016;Summer;Q3;August;2008;AUDI;A4;CAR;7000;;Pleasure;J5M;Western Quebec;Single;Male;No;5;1995;21;Gen Y;Bound;1
40065433;18/08/2016;Summer;Q3;August;2009;FORD;F-150;TRUCK;12000;12;Commute;E1V;New Brunswick;Single;Male;No;29;1968;48;Gen X;Not Bound;0
40065434;18/08/2016;Summer;Q3;August;2009;DODGE;JOURNEY;CAR;15000;10;Commute;N0H;Southwestern Ontario;Single;Female;Yes;5;1994;22;Gen Y;Not Bound;0
40065435;18/08/2016;Summer;Q3;August;2014;VOLKSWAGEN;JETTA;CAR;2000;;Pleasure;B0K;Nova Scotia;Married;Female;No;45;1954;62;Baby Boomers;Bound;1
40065436;18/08/2016;Summer;Q3;August;2009;KIA;RIO;CAR;20000;12;Commute;B4V;Nova Scotia;Married;Male;No;15;1968;48;Gen X;Not Bound;0
40065437;18/08/2016;Summer;Q3;August;2016;CHRYSLER;TOWN & COUNTRY;VAN;25000;40;Commute;L9W;Central Ontario;Married;Female;Yes;37;1961;55;Baby Boomers;Bound;1
40065438;18/08/2016;Summer;Q3;August;2014;MERCEDES BENZ;GLK;CAR;10000;;Pleasure;M9A;Metropolitan Toronto;Married;Female;Yes;42;1948;68;Baby Boomers;Bound;1
40065439;18/08/2016;Summer;Q3;August;2013;DODGE;JOURNEY;CAR;10000;;Pleasure;K2G;Eastern Ontario;Single;Male;Yes;55;1940;76;Traditionalist;Bound;1
40065440;18/08/2016;Summer;Q3;August;2004;TOYOTA;YARIS;CAR;16000;20;Commute;J8V;Western Quebec;Married;Male;Yes;17;1979;37;Gen Y;Bound;1
40065441;18/08/2016;Summer;Q3;August;1997;HONDA;CR-V;CAR;5000;;Pleasure;M4H;Metropolitan Toronto;Married;Male;Yes;9;1974;42;Gen X;Not Bound;0
40065442;18/08/2016;Summer;Q3;August;2010;DODGE;CARAVAN;VAN;9000;;Pleasure;E1B;New Brunswick;Married;Male;Yes;54;1941;75;Traditionalist;Not Bound;0
40065443;18/08/2016;Summer;Q3;August;2006;FORD;MUSTANG;CAR;5000;;Pleasure;E4M;New Brunswick;Single;Male;Yes;30;1969;47;Gen X;Not Bound;0
40065444;18/08/2016;Summer;Q3;August;2012;VOLKSWAGEN;JETTA;CAR;15000;10;Commute;N2B;Southwestern Ontario;Single;Male;Yes;38;1961;55;Baby Boomers;Not Bound;0
40065445;18/08/2016;Summer;Q3;August;2013;DODGE;CARAVAN;VAN;10000;;Pleasure;N2V;Southwestern Ontario;Married;Male;Yes;47;1947;69;Baby Boomers;Bound;1
40065446;18/08/2016;Summer;Q3;August;2012;CHEVROLET;AVALANCHE;TRUCK;10000;30;Commute;P3N;Northern Ontario;Married;Male;No;42;1956;60;Baby Boomers;Not Bound;0
40065447;18/08/2016;Summer;Q3;August;2007;HYUNDAI;SANTA FE;CAR;5000;;Pleasure;S4P;Saskatchewan;Married;Male;Yes;9;1987;29;Gen Y;Bound;1
40065448;18/08/2016;Summer;Q3;August;2015;HYUNDAI;ACCENT;CAR;15000;10;Commute;K8N;Eastern Ontario;Single;Male;Yes;14;1985;31;Gen Y;Not Bound;0
40065449;18/08/2016;Summer;Q3;August;2011;DODGE;CARAVAN;VAN;20000;;Business;K0K;Eastern Ontario;Married;Female;Yes;18;1977;39;Gen Y;Bound;1
40065450;18/08/2016;Summer;Q3;August;2010;DODGE;CARAVAN;VAN;8000;;Pleasure;N0E;Southwestern Ontario;Married;Male;Yes;47;1950;66;Baby Boomers;Bound;1
40065451;18/08/2016;Summer;Q3;August;2013;FORD;ESCAPE;CAR;15000;10;Commute;E7B;New Brunswick;Married;Female;Yes;11;1989;27;Gen Y;Not Bound;0
40065452;18/08/2016;Summer;Q3;August;2011;TOYOTA;COROLLA;CAR;30000;20;Commute;B0E;Nova Scotia;Married;Male;No;18;1981;35;Gen Y;Bound;1
40065453;18/08/2016;Summer;Q3;August;2011;TOYOTA;COROLLA;CAR;5000;;Pleasure;A0E;Newfoundland and Labrador;Married;Female;Yes;19;1973;43;Gen X;Not Bound;0
40065454;18/08/2016;Summer;Q3;August;2010;MERCEDES BENZ;GLK;CAR;10000;96;Commute;K2W;Eastern Ontario;Single;Male;No;7;1992;24;Gen Y;Bound;1
40065455;18/08/2016;Summer;Q3;August;2006;GMC;SIERRA;TRUCK;15000;6;Commute;A0E;Newfoundland and Labrador;Married;Male;Yes;41;1957;59;Baby Boomers;Not Bound;0
40065456;18/08/2016;Summer;Q3;August;2012;DODGE;CARAVAN;VAN;15000;10;Commute;N2N;Southwestern Ontario;Single;Male;Yes;23;1974;42;Gen X;Not Bound;0
40065457;18/08/2016;Summer;Q3;August;2008;SAAB;43533;CAR;15000;51;Commute;P0J;Northern Ontario;Single;Male;No;8;1991;25;Gen Y;Bound;1
40065458;19/08/2016;Summer;Q3;August;2010;DODGE;CARAVAN;VAN;10000;;Pleasure;N0B;Southwestern Ontario;Married;Female;No;10;1986;30;Gen Y;Bound;1
40065459;19/08/2016;Summer;Q3;August;2011;CHEVROLET;CRUZE;CAR;10000;11;Commute;L0M;Central Ontario;Single;Female;Yes;0;1997;19;Gen Z;Bound;1
40065460;19/08/2016;Summer;Q3;August;2006;HONDA;CIVIC;CAR;15000;12;Commute;L4M;Central Ontario;Single;Female;No;7;1993;23;Gen Y;Not Bound;0
40065461;19/08/2016;Summer;Q3;August;2011;BMW;3 series;CAR;10000;;Pleasure;L5L;Central Ontario;Married;Male;Yes;12;1983;33;Gen Y;Not Bound;0
40065462;19/08/2016;Summer;Q3;August;1993;CHEVROLET;C/K;TRUCK;10000;10;Commute;A2V;Newfoundland and Labrador;Single;Male;No;0;1998;18;Gen Z;Not Bound;0
40065463;19/08/2016;Summer;Q3;August;2015;AUDI;A4;CAR;35000;;Business;L1V;Central Ontario;Married;Male;Yes;40;1957;59;Baby Boomers;Bound;1
40065464;19/08/2016;Summer;Q3;August;2004;DODGE;RAM;TRUCK;15000;5;Commute;A0H;Newfoundland and Labrador;Single;Male;Yes;13;1986;30;Gen Y;Not Bound;0
40065465;19/08/2016;Summer;Q3;August;2016;HONDA;CIVIC;CAR;12000;39;Commute;M6K;Metropolitan Toronto;Married;Male;Yes;6;1986;30;Gen Y;Not Bound;0
40065466;19/08/2016;Summer;Q3;August;2013;CHEVROLET;CRUZE;CAR;10000;6;Commute;M1L;Metropolitan Toronto;Married;Female;No;10;1963;53;Baby Boomers;Bound;1
40065467;19/08/2016;Summer;Q3;August;2007;FORD;ECONOLINE ;VAN;50000;;Business;L6Y;Central Ontario;Single;Male;Yes;14;1986;30;Gen Y;Not Bound;0
40065468;19/08/2016;Summer;Q3;August;2009;DODGE;JOURNEY;CAR;10000;10;Commute;L4T;Central Ontario;Married;Male;Yes;6;1970;46;Gen X;Not Bound;0
40065469;19/08/2016;Summer;Q3;August;2010;BMW;GHOST;CAR;15000;10;Commute;L9G;Central Ontario;Single;Male;No;6;1994;22;Gen Y;Bound;1
40065470;19/08/2016;Summer;Q3;August;2002;TOYOTA;CAMRY;CAR;10000;5;Commute;L3R;Central Ontario;Married;Female;Yes;10;1983;33;Gen Y;Not Bound;0
40065471;19/08/2016;Summer;Q3;August;2006;MITSUBISHI;LANCER;CAR;10000;;Pleasure;M4H;Metropolitan Toronto;Single;Male;No;3;1989;27;Gen Y;Bound;1
40065472;19/08/2016;Summer;Q3;August;2003;CHRYSLER;SEBRING;CAR;20000;20;Commute;L2A;Central Ontario;Single;Male;No;8;1992;24;Gen Y;Not Bound;0
40065473;19/08/2016;Summer;Q3;August;2017;HYUNDAI;ELANTRA;CAR;10000;16;Commute;N2M;Southwestern Ontario;Married;Female;Yes;26;1965;51;Gen X;Not Bound;0
40065474;19/08/2016;Summer;Q3;August;2010;TOYOTA;PRIUS;CAR;20000;8;Commute;L6B;Central Ontario;Single;Male;No;22;1977;39;Gen Y;Not Bound;0
40065475;19/08/2016;Summer;Q3;August;2008;TOYOTA;CAMRY;CAR;10000;;Pleasure;K1T;Eastern Ontario;Married;Female;No;2;1976;40;Gen X;Not Bound;0
40065476;19/08/2016;Summer;Q3;August;2013;DODGE;JOURNEY;CAR;2000;;Pleasure;B0M;Nova Scotia;Married;Male;No;14;1986;30;Gen Y;Not Bound;0
40065477;19/08/2016;Summer;Q3;August;2012;HYUNDAI;ELANTRA;CAR;10000;15;Commute;L1T;Central Ontario;Single;Female;No;5;1994;22;Gen Y;Not Bound;0
40065478;19/08/2016;Summer;Q3;August;2016;HONDA;CIVIC;CAR;20000;20;Commute;M1J;Metropolitan Toronto;Married;Male;No;20;1965;51;Gen X;Not Bound;0
40065479;19/08/2016;Summer;Q3;August;2013;MERCEDES BENZ;E;CAR;10000;;Pleasure;L6J;Central Ontario;Married;Male;Yes;7;1967;49;Gen X;Bound;1
40065480;19/08/2016;Summer;Q3;August;2016;BUICK;ENCORE;CAR;24000;20;Commute;L1C;Central Ontario;Separated;Female;Yes;22;1977;39;Gen Y;Not Bound;0
40065481;19/08/2016;Summer;Q3;August;2007;HYUNDAI;ELANTRA;CAR;10000;23;Commute;P3E;Northern Ontario;Married;Female;Yes;9;1977;39;Gen Y;Not Bound;0
40065482;19/08/2016;Summer;Q3;August;2016;CHEVROLET;SILVERADO;TRUCK;25000;15;Commute;A0E;Newfoundland and Labrador;Married;Male;Yes;5;1991;25;Gen Y;Bound;1
40065483;19/08/2016;Summer;Q3;August;2001;GMC;SIERRA;TRUCK;20000;16;Commute;L2V;Central Ontario;Single;Male;No;7;1993;23;Gen Y;Bound;1
40065484;19/08/2016;Summer;Q3;August;2017;HONDA;CIVIC;CAR;15000;12;Commute;N3L;Southwestern Ontario;Single;Female;No;3;1996;20;Gen Z;Not Bound;0
40065485;19/08/2016;Summer;Q3;August;2012;BMW;5 series;CAR;10000;10;Commute;L3S;Central Ontario;Single;Female;Yes;4;1991;25;Gen Y;Bound;1
40065486;19/08/2016;Summer;Q3;August;2011;FORD;ESCAPE;CAR;10000;15;Commute;N6G;Southwestern Ontario;Single;Male;Yes;9;1991;25;Gen Y;Not Bound;0
40065487;19/08/2016;Summer;Q3;August;2016;LEXUS;ES;CAR;8000;;Pleasure;L5T;Central Ontario;Married;Male;Yes;16;1982;34;Gen Y;Not Bound;0
40065488;19/08/2016;Summer;Q3;August;2004;GMC;ENVOY;CAR;3000;;Pleasure;N0G;Southwestern Ontario;Married;Male;No;54;1946;70;Baby Boomers;Bound;1
40065489;19/08/2016;Summer;Q3;August;2009;HONDA;CIVIC;CAR;20000;7;Commute;K2B;Eastern Ontario;Single;Female;No;5;1995;21;Gen Y;Not Bound;0
40065490;19/08/2016;Summer;Q3;August;2013;FORD;EDGE;CAR;10000;;Pleasure;P4N;Northern Ontario;Married;Female;Yes;4;1995;21;Gen Y;Bound;1
40065491;19/08/2016;Summer;Q3;August;2017;FORD;FUSION;CAR;4000;;Pleasure;L2M;Central Ontario;Single;Male;Yes;18;1981;35;Gen Y;Bound;1
40065492;19/08/2016;Summer;Q3;August;2014;TOYOTA;VENZA;CAR;5000;15;Commute;N5X;Southwestern Ontario;Married;Female;No;5;1971;45;Gen X;Not Bound;0
40065493;19/08/2016;Summer;Q3;August;2013;TOYOTA;VENZA;CAR;15000;12;Commute;L6P;Central Ontario;Married;Male;Yes;12;1979;37;Gen Y;Bound;1
40065494;19/08/2016;Summer;Q3;August;2007;SATURN;ION;CAR;3000;;Pleasure;L0R;Central Ontario;Married;Female;Yes;4;1965;51;Gen X;Not Bound;0
40065495;19/08/2016;Summer;Q3;August;2015;NISSAN;PATHFINDER;CAR;10000;;Pleasure;L3Z;Central Ontario;Married;Male;Yes;4;1975;41;Gen X;Not Bound;0
40065496;19/08/2016;Summer;Q3;August;2015;CHEVROLET;EQUINOX;CAR;10000;;Pleasure;L5B;Central Ontario;Married;Female;Yes;7;1969;47;Gen X;Not Bound;0
40065497;19/08/2016;Summer;Q3;August;2014;FORD;ESCAPE;CAR;10000;7;Commute;X1A;Northwest Territories and Nunavut;Married;Male;Yes;12;1967;49;Gen X;Not Bound;0
40065498;19/08/2016;Summer;Q3;August;2010;GMC;SIERRA;TRUCK;20000;16;Commute;A0G;Newfoundland and Labrador;Married;Male;Yes;43;1956;60;Baby Boomers;Not Bound;0
40065499;19/08/2016;Summer;Q3;August;2007;MAZDA;MAZDA3;CAR;20000;20;Commute;N1K;Southwestern Ontario;Single;Male;No;7;1993;23;Gen Y;Not Bound;0
40065500;19/08/2016;Summer;Q3;August;2005;FORD;FOCUS;CAR;10000;5;Commute;N2Z;Southwestern Ontario;Single;Female;Yes;2;1990;26;Gen Y;Not Bound;0
40065501;19/08/2016;Summer;Q3;August;2015;HONDA;ODYSSEY;VAN;10000;5;Commute;K7P;Eastern Ontario;Married;Male;Yes;8;1987;29;Gen Y;Bound;1
40065502;19/08/2016;Summer;Q3;August;2013;TOYOTA;SIENNA;VAN;20000;20;Commute;L6P;Central Ontario;Single;Male;Yes;3;1977;39;Gen Y;Bound;1
40065503;19/08/2016;Summer;Q3;August;2016;HONDA;CIVIC;CAR;15000;11;Commute;L8G;Central Ontario;Married;Female;Yes;37;1960;56;Baby Boomers;Bound;1
40065504;19/08/2016;Summer;Q3;August;2015;DODGE;RAM;TRUCK;15000;15;Commute;L7A;Central Ontario;Married;Female;Yes;18;1977;39;Gen Y;Not Bound;0
40065505;19/08/2016;Summer;Q3;August;2010;VOLKSWAGEN;GOLF;CAR;15000;20;Commute;L4J;Central Ontario;Single;Female;No;6;1992;24;Gen Y;Not Bound;0
40065506;19/08/2016;Summer;Q3;August;2009;CHEVROLET;COBALT;CAR;4000;;Pleasure;E1A;New Brunswick;Single;Female;No;29;1971;45;Gen X;Bound;1
40065507;19/08/2016;Summer;Q3;August;2017;MERCEDES BENZ;C;CAR;30000;;Business;M1P;Metropolitan Toronto;Single;Female;No;3;1993;23;Gen Y;Not Bound;0
40065508;19/08/2016;Summer;Q3;August;2014;CHEVROLET;ORLANDO;CAR;20000;41;Commute;N2E;Southwestern Ontario;Married;Female;No;2;1990;26;Gen Y;Not Bound;0
40065509;19/08/2016;Summer;Q3;August;2006;HONDA;CIVIC;CAR;15000;30;Commute;K2L;Eastern Ontario;Single;Female;Yes;27;1973;43;Gen X;Not Bound;0
40065510;19/08/2016;Summer;Q3;August;2017;TOYOTA;RAV4;CAR;20000;16;Commute;M1V;Metropolitan Toronto;Single;Male;Yes;7;1983;33;Gen Y;Bound;1
40065511;19/08/2016;Summer;Q3;August;2008;HONDA;CIVIC;CAR;15000;15;Commute;M1V;Metropolitan Toronto;Separated;Male;No;10;1961;55;Baby Boomers;Not Bound;0
40065512;19/08/2016;Summer;Q3;August;2005;DODGE;CARAVAN;VAN;15000;8;Commute;M4J;Metropolitan Toronto;Married;Male;Yes;21;1962;54;Baby Boomers;Bound;1
40065513;19/08/2016;Summer;Q3;August;2010;ACURA;TL;CAR;22000;14;Commute;K4M;Eastern Ontario;Married;Male;Yes;34;1965;51;Gen X;Bound;1
40065514;19/08/2016;Summer;Q3;August;2005;HYUNDAI;ELANTRA;CAR;10000;5;Commute;E8E;New Brunswick;Married;Male;Yes;39;1959;57;Baby Boomers;Not Bound;0
40065515;19/08/2016;Summer;Q3;August;2004;VOLKSWAGEN;GOLF;CAR;15000;20;Commute;K4K;Eastern Ontario;Married;Male;Yes;4;1984;32;Gen Y;Not Bound;0
40065516;19/08/2016;Summer;Q3;August;2014;FORD;FUSION;CAR;15000;10;Commute;E4E;New Brunswick;Single;Female;Yes;21;1977;39;Gen Y;Not Bound;0
40065517;19/08/2016;Summer;Q3;August;2016;DODGE;CARAVAN;VAN;1000;;Pleasure;E7K;New Brunswick;Married;Male;Yes;13;1986;30;Gen Y;Not Bound;0
40065518;19/08/2016;Summer;Q3;August;2007;ACURA;TSX;CAR;18000;20;Commute;L4A;Central Ontario;Married;Male;Yes;5;1984;32;Gen Y;Not Bound;0
40065519;19/08/2016;Summer;Q3;August;2009;TOYOTA;COROLLA;CAR;30000;25;Commute;E7K;New Brunswick;Married;Male;Yes;13;1986;30;Gen Y;Not Bound;0
