Nom_exploitant;Raison_sociale;Description_infraction;Adresse_lieu_infraction;Type_etablissement;Information_etablissement;Date_infraction;Date_jugement;Date_publication;Amende;SOC_CD_LOI;SOC_NOM_LOI;SOC_CD_REGL;SOC_NOM_REGL;SOC_CD_ARTCL_INFRC;SOC_NOM_ARTCL_INFRC;SOC_CD_POURS;SOC_DESC_POURS;SOC_CD_REGRP_TYP_ENTT;SOC_DESC_REGRP_TYP_ENTT;
9053-1039 QUEBEC INC.;EPICERIE-KLIENS;TOUT PRODUIT CONDITIONNE EN VUE DE LA VENTE DOIT PORTER, EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT LES INSCRIPTIONS NECESSAIRES POUR REVELER LA NATURE, L'ETAT, LA COMPOSITION, L'UTILISATION, LA QUANTITE EXACTE, L'ORIGINE ET TOUTE PARTICULARITE DU PRODUIT: LES NOM ET ADRESSE DU FABRICANT, PREPARATEUR, CONDITIONNEUR, EMBALLEUR, FOURNISSEUR OU DISTRIBUTEUR: LE LIEU DE FABRICATION, PREPARATION OU CONDITIONNEMENT DU PRODUIT. L'ENUMERATION DES COMPOSANTS DOIT FIGURER PAR ORDRE D'IMPORTANCE DECROISSANT. L'INDICATION DE POIDS DOIT TENIR COMPTE DE LA PERTE QUE PEUT NORMALEMENT SUBIR LE PRODUIT APRES SON CONDITIONNEMENT ET ETRE EXPRIMEE EN POIDS NET.;5573 AVENUE DU PARC MONTREAL, (QC) H2V4H2;EPICERIE/BOUCHERIE;;2023-09-11 00:00;2024-11-11 00:00;2024-11-11 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;3.3.3               ;INSCRIPTION OBLIGATOIRE;3;VILLE DE MONTREAL;20;DÉTAIL;
EPICERIE TATAKI INC.;EPICERIE TATAKI INC.;LE LIEU OU LE VEHICULE DOIT ETRE EXEMPT DE CONTAMINANTS, DE POLLUANTS, DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES INSECTES ET LES RONGEURS OU DE LEURS EXCREMENTS.;61 AVENUE DULUTH EST MONTREAL, (QC) H2W1G9;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-10-05 00:00;2024-09-09 00:00;2024-09-09 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2               ;;3;VILLE DE MONTREAL;21;RESTAURATION;
9467-8729 QUEBEC INC.;;A EXPLOITE UN LIEU, OU UNE OU DES PERSONNES, AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT, PORTAIENT DU VERNIS A ONGLES, UNE MONTRE, UNE BAGUE, UNE BOUCLE D'OREILLE OU AUTRE BIJOU.;312 BOUL. SIR-WILFRID-LAURIER BELOEIL, (QC) J3G4G7;REST. SERVICE RAPIDE;;2024-05-09 00:00;2024-10-03 00:00;2024-10-25 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(5)       ;BIJOUX, MONTRES, VERNIS A ONGLES;1;MAPAQ;21;RESTAURATION;
9433-0719 QUEBEC INC.;MIYU;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;1220 DES CASCADES SAINT-HYACINTHE, (QC) J2S3H1;REST. SERVICE RAPIDE;;2024-05-28 00:00;2024-06-07 00:00;2024-06-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
BENNY BBQ BELOEIL INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;335 SIR WILFRID-LAURIER BELOEIL, (QC) J3G4H5;REST. METS-EMPORTER;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2024-06-20 00:00;2024-07-17 00:00;2024-09-05 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
MARCHE M. LACROIX (1986) INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;590 BOUL. CASAVANT OUEST SAINT-HYACINTHE, (QC) J2S7S3;EPICERIE-BOUCHERIE;;2024-07-18 00:00;2024-07-31 00:00;2024-09-26 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;20;DÉTAIL;
LANDRY CLEMENT;PATISSERIE LA BONNE FOURNEE ENR.;A VENDU UN PRODUIT CONDITIONNE EN VUE DE LA VENTE NE PORTANT PAS, SUR LE RECIPIENT, L'EMBALLAGE OU L'ENVELOPPE QUI LE CONTIENT, LES INSCRIPTIONS EN CARACTERES INDELEBILES, TRES LISIBLES ET APPARENTS POUR REVELER LA NATURE DU PRODUIT.;646 DU PHARE EST MATANE, (QC) G4W1B1;BOULANGERIE/PATISSERIE DE DEPOT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-06-01 00:00;2023-08-23 00:00;2023-11-09 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;3.3.3 al.1(a)(i)    ;ETIQUETAGE / COMPOSITION DU PRODUIT;1;MAPAQ;20;DÉTAIL;
9388-9228 QUEBEC INC;ITALIA PIZZERIA;A EXPLOITE UN LIEU, OU UNE OU DES PERSONNES, AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT, NE PORTAIENT PAS UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX.;101 RUE SAINT-PIERRE MATANE, (QC) G4W2B6;RESTAURANT;;2023-05-02 00:00;2023-06-02 00:00;2023-06-20 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(1)       ;ABSENCE DE BONNET OU RESILLE;1;MAPAQ;21;RESTAURATION;
COOPERATIVE DE CONSOMMATEURS DE STE-IRENE;DEPANNEUR ET CAFE RENCONTRE;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;2 RUE DE L'EGLISE SAINTE-IRENE, (QC) G0J2P0;MARCHE PROXIM.PERMIS PRG;;2024-04-10 00:00;2024-05-01 00:00;2024-05-16 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;20;DÉTAIL;
9426-0056 QUEBEC INC.;EPICERIE MI-JO;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;85 RUE NOTRE-DAME DRUMMONDVILLE, (QC) J2C2K7;MARCHE PROXIM.PERMIS PRG;;2024-06-13 00:00;2024-07-11 00:00;2024-08-01 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;20;DÉTAIL;
ROY GHYSLAINE;AU COEUR DE LA 116;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;120 RUE DE L'HOTEL DE VILLE DURHAM-SUD, (QC) J0H2C0;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-05-25 00:00;2023-03-28 00:00;2023-04-12 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
9426-0056 QUEBEC INC.;EPICERIE MI-JO;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;85 RUE NOTRE-DAME DRUMMONDVILLE, (QC) J2C2K7;MARCHE DE PROXIMITE;;2022-11-09 00:00;2023-03-09 00:00;2023-04-12 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;20;DÉTAIL;
COOPERATIVE DE SOLIDARITE ALIMENTAIRE DES SOURCES;;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;430 5E AVENUE VAL-DES-SOURCES, (QC) J1T1X2;CAFETERIA INSTITUTION D'ENSEIGNEMENT;;2023-04-14 00:00;2023-05-08 00:00;2023-05-25 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
9380-8855 QUEBEC INC.;COCO FRUTTI VICTORIAVILLE;A EXPLOITE UN LIEU, OU UNE PERSONNE AFFECTEE A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT NE PORTAIT PAS UN COUVRE-BARBE LA RECOUVRANT ENTIEREMENT.;950 BOUL. JUTRAS EST VICTORIAVILLE, (QC) G6S1E7;RESTAURANT;;2023-07-17 00:00;2023-08-18 00:00;2023-10-02 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(2)       ;ABSENCE DE COUVRE-BARBE;1;MAPAQ;21;RESTAURATION;
9341-3375 QUEBEC INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;260 AVENUE VENISE-OUEST VENISE-EN-QUEBEC, (QC) J0J2K0;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-06-03 00:00;2023-04-28 00:00;2023-05-09 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9411-1390 QUEBEC INC.;MED PIZZA MARIEVILLE;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;1421 RUE DU PONT MARIEVILLE, (QC) J3M1G2;RESTAURANT;;2022-05-26 00:00;2023-02-06 00:00;2023-02-21 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
LA FROMENTINE INC.;;A DETENU EN VUE DE LA VENTE, UN PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR SANS ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60 °C JUSQU'A SA LIVRAISON.;774 BOUL. SAINT-JOSEPH GATINEAU, (QC) J8Y4B9;REST. METS-EMPORTER;;2023-04-26 00:00;2023-11-22 00:00;2023-11-27 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.5          ;TEMPERATURE ALIMENTS PERISSABLES;1;MAPAQ;21;RESTAURATION;
LA FROMENTINE INC.;;A DETENU EN VUE DE LA VENTE, UN PRODUIT PERISSABLE VENDU CHAUD OU SERVI CHAUD AU CONSOMMATEUR SANS ETRE GARDE A UNE TEMPERATURE INTERNE D'AU MOINS 60 °C JUSQU'A SA LIVRAISON.;774 BOUL. SAINT-JOSEPH GATINEAU, (QC) J8Y4B9;REST. METS-EMPORTER;;2023-09-27 00:00;2024-02-02 00:00;2024-02-12 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.5          ;TEMPERATURE ALIMENTS PERISSABLES;1;MAPAQ;21;RESTAURATION;
DOMAINE BOISE INC.;DOMAINE BOISE;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;265 BOUL. LABROSSE GATINEAU, (QC) J8P4P4;CENTRE D'ACCUEIL;;2024-01-26 00:00;2024-02-28 00:00;2024-03-25 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
9364-7881 QUEBEC INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;205 BOUL. ST-RENE OUEST GATINEAU, (QC) J8P2V5;REST. SERVICE RAPIDE;;2024-02-08 00:00;2024-09-20 00:00;2024-10-04 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9267352 CANADA INC.;LA BELLE ET LA BOEUF BURGER BAR;A EXPLOITE UN LIEU, OU UNE PERSONNE AFFECTEE A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT NE PORTAIT PAS UN COUVRE-BARBE LA RECOUVRANT ENTIEREMENT.;1100 BOUL. MALONEY OUEST GATINEAU, (QC) J8T6G3;RESTAURANT;;2024-07-25 00:00;2024-08-08 00:00;2024-09-19 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(2)       ;ABSENCE DE COUVRE-BARBE;1;MAPAQ;21;RESTAURATION;
LES ALIMENTS BONFIRE PHOENIX INC.;;A EXPLOITE UN LIEU VISE A L'ARTICLE 2.1.1, QUI N'ETAIT PAS EXEMPT DE TOUTE ESPECE D'ANIMAUX Y COMPRIS LES RONGEURS ET LES INSECTES OU DE LEURS EXCREMENTS.;7861 CHEMIN RIVER PONTIAC, (QC) J0X2V0;CAMP DE VACANCES;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-08-11 00:00;2023-03-13 00:00;2023-04-12 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.1.2 al.1          ;INSECTES RONGEURS EXCREMENTS;1;MAPAQ;21;RESTAURATION;
AMIRAL DELICE INC.;AMIRAL;A EXPLOITE UN LIEU, OU UNE OU DES PERSONNES, AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT, NE PORTAIENT PAS UN BONNET OU UNE RESILLE PROPRE QUI RECOUVRE ENTIEREMENT LES CHEVEUX.;365 BOUL. ALEXANDRE-TACHE GATINEAU, (QC) J9A1M4;REST. SERVICE RAPIDE;;2024-02-19 00:00;2024-11-15 00:00;2024-12-05 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(1)       ;ABSENCE DE BONNET OU RESILLE;1;MAPAQ;21;RESTAURATION;
MY CATERING GROUP INC.;MON GROUPE TRAITEUR;A EXPLOITE UN LIEU, OU UNE PERSONNE AFFECTEE A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT NE PORTAIT PAS UN COUVRE-BARBE LA RECOUVRANT ENTIEREMENT.;100 RUE LAURIER GATINEAU, (QC) K1A0M8;CAFETERIA;;2024-09-13 00:00;2024-10-10 00:00;2024-11-04 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(2)       ;ABSENCE DE COUVRE-BARBE;1;MAPAQ;21;RESTAURATION;
9409-7912 QUEBEC INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;3615 TASCHEREAU LONGUEUIL, (QC) J4T2G3;REST. SERVICE RAPIDE;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2023-08-16 00:00;2023-09-19 00:00;2023-10-02 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9438-8485 QUEBEC INC.;JACK SALOON;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;11638 1ERE AVENUE SAINT-GEORGES, (QC) G5Y2C8;RESTAURANT;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2022-06-15 00:00;2023-02-07 00:00;2023-02-13 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9380-0142 QUEBEC INC.;RESTAURANT NAGOMI;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEU (RECIDIVE);284 BOUL. SIR WILFRID-LAURIER BELOEIL, (QC) J3G4G7;RESTAURANT;;2024-03-15 00:00;2024-09-13 00:00;2024-09-26 00:00;2 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9188-0336 QUEBEC INC.;RESTAURANT CHEZ REMI;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX ET LES EQUIPEMENTS SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;517 RUE NOTRE-DAME REPENTIGNY, (QC) J6A2T6;RESTAURANT;;2024-03-22 00:00;2024-08-15 00:00;2024-08-29 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
FERME EDELWEISS;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS. (RECIDIVE);1042 RANG SAINT-REGIS SAINT-ISIDORE, (QC) J0L2A0;FERME LAITIERE;;2023-12-19 00:00;2024-08-12 00:00;2024-10-25 00:00;10 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;5;LAIT;
BERUBE DOMINIQUE;;ETANT GARDIEN D'UN ANIMAL, NE S'EST PAS ASSURE QUE SON BIEN-ETRE OU SA SECURITE NE SOIT PAS COMPROMIS.;425 CHEMIN SAINT-ROBERT SAINT-ROBERT, (QC) J0G1S0;BIEN-ETRE ANIMAL;;2023-12-14 00:00;2024-09-26 00:00;2024-10-07 00:00;5 000 $ ;B-3.1;Loi sur le bien-être et la sécurité de l'animal;               ;;5 al.1              ;BIEN-ETRE OU SÉCURITÉ DE L'ANIMAL COMPROMIS;1;MAPAQ;32;BIEN-ETRE ANIM.;
NORDIK CAFE RESTO BOUTIQUE INC.;;A DETENU UN PRODUIT ALTERABLE A LA CHALEUR SANS LE REFROIDIR SANS RETARD OU SANS LE MAINTENIR CONSTAMMENT A UNE TEMPERATURE INTERNE ET AMBIANTE NE DEPASSANT PAS 4°C  JUSQU’A SA LIVRAISON AU CONSOMMATEUR.;687 BOULEVARD DU CURE-LABELLE BLAINVILLE, (QC) J7C2J5;RESTAURANT;;2023-08-17 00:00;2024-08-07 00:00;2024-08-15 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;1.4.1 al.2          ;TEMPERATURE ALIMENTS ALTERABLES;1;MAPAQ;21;RESTAURATION;
9358-2740 QUEBEC INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX, LES EQUIPEMENTS ET LES USTENSILES SERVANT A LA PREPARATION, A L'ENTREPOSAGE ET AU SERVICE DES PRODUITS N'ETAIENT PAS PROPRES.;130 MONTEE MASSON MASCOUCHE, (QC) J7K3B5;RESTAURANT;;2024-01-23 00:00;2025-02-05 00:00;2025-02-10 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
9358-2740 QUEBEC INC.;;A EXPLOITE UN LIEU, OU UNE OU DES PERSONNES, AFFECTEES A LA PREPARATION DES PRODUITS, AU LAVAGE OU AU NETTOYAGE DU MATERIEL ET DE L'EQUIPEMENT, PORTAIENT DU VERNIS A ONGLES, UNE MONTRE, UNE BAGUE, UNE BOUCLE D'OREILLE OU AUTRE BIJOU.;130 MONTEE MASSON MASCOUCHE, (QC) J7K3B5;RESTAURANT;;2024-01-23 00:00;2025-02-05 00:00;2025-02-10 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.3(5)       ;BIJOUX, MONTRES, VERNIS A ONGLES;1;MAPAQ;21;RESTAURATION;
2856321 ONTARIO INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES LIEUX ET LES EQUIPEMENTS SERVANT A LA PREPARATION ET A L'ENTREPOSAGE DES PRODUITS N'ETAIENT PAS PROPRES.;4850 AVENUE FARDEL BECANCOUR, (QC) G9H1V6;REST. SERVICE RAPIDE;;2024-03-21 00:00;2024-09-09 00:00;2024-09-19 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
RESIDENCE BECANCOUR INC.;;A EXPLOITE UN ETABLISSEMENT DONT LES EQUIPEMENTS ET LE MATERIEL SERVANT A LA PREPARATION ET A L'ENTREPOSAGE DES PRODUITS N'ETAIENT PAS PROPRES.;2015 AVENUE MONSEIGNEUR-MOREAU BECANCOUR, (QC) G9H2W8;CENTRE D'ACCUEIL;L'exploitant, qui opérait à la date de l'infraction, a cessé ses opérations;2024-03-26 00:00;2024-07-27 00:00;2024-08-08 00:00;500 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.1               ;INSALUBRITE;1;MAPAQ;21;RESTAURATION;
SIVONGSA BOUNSY;;A EXPLOITE UN ETABLISSEMENT OU DES PERSONNES, QUI SONT EN CONTACT AVEC LES PRODUITS OU LE MATERIEL ET LES EQUIPEMENTS EUX-MEMES EN CONTACT AVEC LES PRODUITS, NE S'ETAIENT PAS LAVEES LES MAINS ET AVANT-BRAS AVEC DE L'EAU CHAUDE ET DU SAVON LIQUIDE OU EN POUDRE DISPENSE PAR UN DISTRIBUTEUR, CHAQUE FOIS QU'IL Y A RISQUE DE CONTAMINATION DES PRODUITS.;175 PRINCIPALE COWANSVILLE, (QC) J2K3L9;REST. SERVICE RAPIDE;;2024-02-21 00:00;2024-09-13 00:00;2024-09-26 00:00;1 000 $ ;P-29;Loi sur les produits alimentaires (RLRQ, chapitre P-29);r.1            ;REGLEMENT SUR LES ALIMENTS;2.2.3 al.1          ;LAVAGE DES MAINS;1;MAPAQ;21;RESTAURATION;
