country,continent,region,year,life_expectancy,fertility,population,gdp,infant_mortality,literacy,educ,oil_prod,net_users,area,roadways,country_code
Argentina,Americas,South America,1983,71.04,3.16,29454739,197509229313,31.3,NA,6.3,532100,>35%,2780400,0.08321608401668824,ARG
Armenia,Asia,Western Asia,1983,72.43,2.41,3239212,8500,55.2,NA,3.3,0,>35%,29743,0.2590525501798743,ARM
Aruba,Americas,Caribbean,1983,72.93,2.35,62204,25300,NA,NA,6,0,>60%,180,NA,ABW
Australia,Oceania,Australia and New Zealand,1983,75.51,1.92,15318254,222234528537,9.8,NA,5.6,354300,>60%,7741220,0.10634202360868183,AUS
Austria,Europe,Western Europe,1983,73.19,1.56,7589573,123982344406,12,NA,5.9,21760,>60%,83871,1.484517890570042,AUT
Azerbaijan,Asia,Western Asia,1983,65.92,3.03,6464775,18000,83.1,NA,2.4,845900,>35%,86600,0.6113394919168591,AZE
Bahamas,Americas,Caribbean,1983,67.31,2.97,225185,3793993217,24,NA,NA,0,>60%,13880,0.19452449567723343,BHS
Bahrain,Asia,Western Asia,1983,70.16,4.58,396447,3708849409,22.8,NA,2.6,49500,>60%,760,5.423684210526316,BHR
Bangladesh,Asia,Southern Asia,1983,54.57,5.89,88181211,22616962795,124.6,NA,2.2,4000,>5%,143998,0.14770344032556007,BGD
Barbados,Americas,Caribbean,1983,70.91,1.89,254515,1801668965,20.8,NA,5.6,1000,>60%,430,3.7209302325581395,BRB
Belarus,Europe,Eastern Europe,1983,70.73,2.1,9856780,17700,17,NA,5.1,30000,>35%,207600,0.41614643545279384,BLR
Belgium,Europe,Western Europe,1983,73.81,1.58,9878636,154024395245,10.7,NA,6.6,0,>60%,30528,5.0449423480083855,BEL
Belize,Americas,Central America,1983,70.8,5.34,155820,285914560,45.6,NA,6.6,1818,>15%,22966,0.12496734302882521,BLZ
Benin,Africa,Western Africa,1983,50.97,7.01,4045352,1165839073,122.8,NA,5.3,0,>0%,112622,0.14206815719841595,BEN
Bhutan,Asia,Southern Asia,1983,54.87,6.41,444789,133702372.5,121.1,NA,4.7,0,>15%,38394,0.27551179871854975,BTN
Bolivia,Americas,South America,1983,56.67,5.26,5959962,5298867252,104.7,NA,6.9,51130,>35%,1098581,0.07326542148462425,BOL
Bosnia and Herzegovina,Europe,Southern Europe,1983,76.15,1.99,4270598,10500,25.6,NA,NA,0,>60%,51197,0.4477996757622517,BIH
Botswana,Africa,Southern Africa,1983,61.67,5.88,1107103,1591166745,47.9,NA,9.5,0,>5%,581730,0.030797792790469805,BWA
Brazil,Americas,South America,1983,64.94,3.72,131014337,399746489304,66.7,NA,5.8,2255000,>35%,8514877,0.18567079712366955,BRA
Brunei,Asia,South-Eastern Asia,1983,71.84,3.91,210933,4836913747,12.1,NA,3.5,126500,>60%,5765,0.5254119687771032,BRN
Bulgaria,Europe,Eastern Europe,1983,71.33,2.03,8939007,12728983093,21.7,NA,4.1,1000,>35%,110879,0.1759756130556733,BGR
Burkina Faso,Africa,Western Africa,1983,50.17,7.17,7340907,1261546812,112.4,NA,3.4,0,>0%,274200,0.055696571845368345,BFA
Burundi,Africa,Eastern Africa,1983,46.75,7.47,4486613,758535836.8,115,NA,5.8,0,>0%,27830,0.4427596119295724,BDI
Cambodia,Asia,South-Eastern Asia,1983,49.43,6.13,7196139,3500,92.3,NA,2.6,0,>5%,181035,0.2188416604523987,KHM
Cameroon,Africa,Middle Africa,1983,56.45,6.7,9770555,8527457057,99.5,NA,3.2,80830,>5%,475440,0.10800521622076392,CMR
Canada,Americas,Northern America,1983,76.04,1.62,25272656,425463934275,8.7,NA,5.4,3890000,>60%,9984670,0.10439002991586102,CAN
Cape Verde,Africa,Western Africa,1983,64.69,6.08,302174,205185586.2,60.3,NA,5,0,>35%,4033,0.33473840813290356,CPV
Central African Republic,Africa,Middle Africa,1983,50.95,5.96,2485666,716411512.4,116.2,NA,1.2,0,>0%,622984,0.032549792611046194,CAF
Chad,Africa,Middle Africa,1983,51.78,7.06,4830055,818703645.9,123.8,NA,2.3,103400,>0%,1284000,0.03115264797507788,TCD
Chile,Americas,South America,1983,70.51,2.65,11742057,25258026490,20.8,NA,4.5,6666,>60%,756102,0.10284855746975938,CHL
China,Asia,Eastern Asia,1983,65.49,2.56,1019698475,232853822250,43.4,NA,NA,4189000,>35%,9596960,0.4278841424784515,CHN
Colombia,Americas,South America,1983,69.72,3.63,29687096,56926337503,37.6,NA,4.4,989900,>35%,1138910,0.1241309673284105,COL
Comoros,Africa,Eastern Africa,1983,54.48,6.92,337853,157068223.9,108.4,NA,7.6,0,>5%,2235,0.39373601789709173,COM
"Congo, Dem. Rep.",Africa,Middle Africa,1983,52.72,6.74,28448122,7248789932,127.7,NA,2.5,20000,>0%,2344858,0.06546110681329104,COD
"Congo, Rep.",Africa,Middle Africa,1983,55.93,5.95,1967596,2687469282,66.3,NA,6.2,250000,>0%,342000,0.05055263157894737,COG
Costa Rica,Americas,Central America,1983,74.66,3.52,2589932,6965746215,19.1,NA,6.3,0,>35%,51100,0.7635616438356164,CRI
Cote d'Ivoire,Africa,Western Africa,1983,54.31,7.26,9383289,7701410404,108,NA,4.6,36000,>0%,322463,0.25428033603855327,CIV
Croatia,Europe,Southern Europe,1983,71.08,1.96,4669614,21600,17.5,NA,4.3,10070,>60%,56594,0.5196663957309963,HRV
Cuba,Americas,Caribbean,1983,74.36,1.83,9966733,32512851711,16.1,NA,12.8,50000,>15%,110860,0.5489626556016598,CUB
Cyprus,Asia,Western Asia,1983,75.58,2.44,694074,3882730110,14.8,NA,7.3,0,>60%,9251,2.162577018700681,CYP
Czech Republic,Europe,Eastern Europe,1983,71,2.02,10340397,31600,15.6,NA,4.2,3000,>60%,78867,1.6568526760241926,CZE
Denmark,Europe,Northern Europe,1983,74.65,1.38,5118966,106448383104,8,NA,8.7,165200,>60%,43094,1.7155288439225878,DNK
Djibouti,Africa,Eastern Africa,1983,58.55,6.27,392908,3200,109.4,NA,8.4,0,>5%,23200,0.13211206896551725,DJI
Dominican Republic,Americas,Caribbean,1983,67.63,4.08,6214857,11688497606,58.2,NA,2.2,0,>35%,48670,0.4048695294842819,DOM
Ecuador,Americas,South America,1983,66.85,4.4,8606214,10901454002,59.7,NA,4.4,556400,>35%,283561,0.15400566368435717,ECU
Egypt,Africa,Northern Africa,1983,60.93,5.19,46807221,47160756999,96.3,NA,3.8,478400,>35%,1001450,0.13723101502820909,EGY
El Salvador,Americas,Central America,1983,59.19,4.74,4789472,7414825706,66.9,NA,3.4,0,>15%,21041,0.3287866546266812,SLV
Equatorial Guinea,Africa,Middle Africa,1983,46.11,5.8,273199,31800,145.4,NA,0.6,248000,>15%,28051,0.10267013653702185,GNQ
Eritrea,Africa,Eastern Africa,1983,47.74,6.61,2598626,1300,109.5,NA,2.1,0,>0%,117600,0.034098639455782315,ERI
Estonia,Europe,Northern Europe,1983,69.95,2.13,1501490,28600,20.2,NA,5.7,0,>60%,45228,1.2915008401874946,EST
Ethiopia,Africa,Eastern Africa,1983,42.5,7.42,38259376,5622006404,137.1,NA,4.7,0,>0%,1104300,0.04016933804219868,ETH
Fiji,Oceania,Melanesia,1983,63.46,3.76,685389,1118434637,31.2,NA,4.2,0,>35%,18274,0.18824559483419065,FJI
Finland,Europe,Northern Europe,1983,74.51,1.74,4853196,79008660402,6.3,NA,6.8,0,>60%,338145,0.2306702745863461,FIN
France,Europe,Western Europe,1983,75.06,1.85,54799049,903407336383,9.1,NA,5.9,15340,>60%,643801,1.5974594634056176,FRA
French Polynesia,Oceania,Polynesia,1983,66.39,3.81,165611,1967784808,NA,NA,NA,0,>35%,4167,0.6215502759779218,PYF
Gabon,Africa,Middle Africa,1983,55.88,5.72,787017,3865742191,67.9,NA,NA,240000,>5%,267667,0.03425898597884685,GAB
Gambia,Africa,Western Africa,1983,56.48,6.28,673230,453589434.3,96.2,NA,4.1,0,>5%,11295,0.33111996458610005,GMB
Georgia,Asia,Western Asia,1983,69.52,2.28,5194091,9490643363,45.1,NA,2,1000,>35%,69700,0.2741606886657102,GEO
Germany,Europe,Western Europe,1983,73.97,1.46,77657451,1257968052880,10.4,NA,5.1,48830,>60%,357022,1.8066113572833047,DEU
Ghana,Africa,Western Africa,1983,54.34,6.31,11895130,2262809702,98.4,NA,8.1,105000,>15%,238533,0.4591188640565456,GHA
Greece,Europe,Southern Europe,1983,74.94,1.91,9822999,88752822669,17.7,NA,4.1,1162,>35%,131957,0.8863493410732284,GRC
Greenland,Americas,Northern America,1983,62.89,2.05,51834,811183958,NA,NA,NA,0,>60%,2166086,NA,GRL
Grenada,Americas,Caribbean,1983,68.35,4.25,95981,219798608.9,NA,NA,3.9,0,>35%,344,3.2761627906976742,GRD
Guatemala,Americas,Central America,1983,60.62,6.05,7710142,11176033300,78.9,NA,3,10040,>15%,108889,0.10562132079457062,GTM
Guinea,Africa,Western Africa,1983,45.37,6.61,4804740,1200,161.4,NA,2.5,0,>0%,245857,0.1803812785480991,GIN
Guinea-Bissau,Africa,Western Africa,1983,48.78,6.64,904391,136245377.5,129.6,NA,NA,0,>0%,36125,0.0956401384083045,GNB
Guyana,Americas,South America,1983,62.85,2.88,780367,512248801.7,51.9,NA,3.2,0,>35%,214969,0.03707511315585038,GUY
Haiti,Americas,Caribbean,1983,51.64,6.15,6096690,1800,120,NA,NA,0,>5%,27750,0.15372972972972973,HTI
Honduras,Americas,Central America,1983,65.12,5.93,3988371,4054478752,60.8,NA,NA,0,>15%,112090,0.13151931483629226,HND
"Hong Kong, China",Asia,Eastern Asia,1983,75.77,1.66,5291210,71712441202,NA,NA,3.5,0,>60%,1108,1.8862815884476534,HKG
Hungary,Europe,Eastern Europe,1983,69.03,1.85,10673963,43023177035,22,NA,4.9,11410,>60%,93028,2.1452358429720086,HUN
Iceland,Europe,Northern Europe,1983,76.91,2.2,235860,5378956036,6.7,NA,7.6,0,>60%,103000,0.12514563106796117,ISL
India,Asia,Southern Asia,1983,56.19,4.44,747374856,189497244409,105.7,NA,3.2,767600,>15%,3287263,1.4266707592303993,IND
Indonesia,Asia,South-Eastern Asia,1983,60.64,4.03,158044343,69751173550,78.5,NA,2.8,789800,>15%,1904569,0.2607450819581753,IDN
Iran,Asia,Southern Asia,1983,55.49,6.47,43610506,69079769937,64.4,NA,3.7,3614000,>15%,1648195,0.12065683975500471,IRN
Iraq,Asia,Western Asia,1983,57.68,6.34,14824876,15500,50.1,NA,NA,3368000,>5%,438317,0.13602712192317432,IRQ
Ireland,Europe,Northern Europe,1983,74.4,2.68,3527472,55500,9.8,NA,6.4,0,>60%,70273,1.3666130661847367,IRL
Israel,Asia,Western Asia,1983,74.49,3.13,3950241,55247111456,13.5,NA,5.6,390,>60%,20770,0.8938854116514203,ISR
Italy,Europe,Southern Europe,1983,74.75,1.51,56744400,760877954788,11.9,NA,4.5,105700,>35%,301340,1.618437645184841,ITA
Jamaica,Americas,Caribbean,1983,74.55,3.48,2249890,6193266014,30.5,NA,6.1,0,>35%,10991,2.0126467109453188,JAM
Japan,Asia,Eastern Asia,1983,77.11,1.74,118552097,2984011593641,6.2,NA,3.8,4666,>60%,377915,3.2024423481470703,JPN
Jordan,Asia,Western Asia,1983,68.9,6.94,2568582,4831388756,38.6,NA,NA,22,>35%,89342,0.08062277540238634,JOR
Kazakhstan,Asia,Central Asia,1983,67.28,2.99,15419452,24300,53,NA,3.1,1632000,>35%,2724900,0.03575103673529304,KAZ
Kenya,Africa,Eastern Africa,1983,61.42,7.17,18241331,7552896935,64.4,NA,6.7,0,>35%,580367,0.2772004610875532,KEN
Kiribati,Oceania,Micronesia,1983,55.08,4.97,61760,47011744.87,84.2,NA,12,0,>5%,811,0.8261405672009864,KIR
South Korea,Asia,Eastern Asia,1983,67.78,2.11,39295418,161593723429,9.8,NA,5,0,>60%,99720,1.0527777777777778,KOR
Kuwait,Asia,Western Asia,1983,74.81,4.79,1586205,70200,23,NA,3.8,2619000,>60%,17818,0.3708609271523179,KWT
Kyrgyz Republic,Asia,Central Asia,1983,64.04,4.09,3853514,3400,70.7,NA,6.8,1000,>15%,199951,0.17004166020675066,KGZ
Lao,Asia,South-Eastern Asia,1983,47.76,6.36,3483492,5300,127.7,NA,2.8,0,>0%,236800,0.16709459459459458,LAO
Latvia,Europe,Northern Europe,1983,69.51,2.06,2548941,9025725371,18.7,NA,5,0,>60%,64589,1.1215532056542135,LVA
Lebanon,Asia,Western Asia,1983,67.68,3.69,2651295,18200,36.4,NA,2.2,0,>60%,10400,0.6701923076923076,LBN
Lesotho,Africa,Southern Africa,1983,56.34,5.44,1406818,376551068.7,82.7,NA,13,0,>5%,30355,0.19568440125185307,LSO
Liberia,Africa,Western Africa,1983,48.25,6.95,2107523,1228908410,156.1,NA,2.8,0,>0%,111369,0.09517908933365658,LBR
Libya,Africa,Northern Africa,1983,70.04,7.18,3583183,14600,49.9,NA,NA,470000,>15%,1759540,0.05684667583572979,LBY
Lithuania,Europe,Northern Europe,1983,71.09,2.05,3507839,28400,16.6,NA,5.4,2000,>60%,65300,1.2889127105666156,LTU
Luxembourg,Europe,Western Europe,1983,73.19,1.45,365301,7923039792,10.1,NA,3.7,0,>60%,2586,1.1210363495746327,LUX
"Macao, China",Asia,Eastern Asia,1983,73.46,1.97,271674,2878188423,NA,NA,2.7,0,>35%,28,14.75,MAC
"Macedonia, FYR",Europe,Southern Europe,1983,69.63,2.47,1965488,14000,48.3,NA,NA,0,>35%,25713,0.5459495196982072,MKD
Madagascar,Africa,Eastern Africa,1983,53.86,6.17,9462343,2772264354,109.6,NA,2.7,0,>60%,587041,0.05872843634430985,MDG
Malawi,Africa,Eastern Africa,1983,46.91,7.6,6659453,1006685618,143.4,NA,5.4,0,>0%,118484,0.130397353229128,MWI
Malaysia,Asia,South-Eastern Asia,1983,69.84,3.7,14926976,31797409276,21,NA,5.9,597500,>35%,329847,0.43778782283907386,MYS
Maldives,Asia,Southern Asia,1983,59.64,7.25,176258,14900,92.9,NA,6.8,0,>0%,298,0.2953020134228188,MDV
Mali,Africa,Western Africa,1983,45.02,7.08,7542377,1467310041,150.5,NA,4.8,0,>60%,1240192,0.01812138765610486,MLI
Malta,Europe,Southern Europe,1983,75.28,2.06,330761,1690651832,13.4,NA,6.9,0,>35%,316,9.79746835443038,MLT
Mauritania,Africa,Western Africa,1983,56.9,6.26,1671080,865114331.4,90.6,NA,3.7,6003,>5%,1030700,0.010311438827980983,MRT
Mauritius,Africa,Eastern Africa,1983,67.96,2.33,998625,1703668179,25.7,NA,3.5,0,>5%,2040,1.0534313725490196,MUS
Mexico,Americas,Central America,1983,68.52,4.17,74133377,357844094429,49.2,NA,5.1,2459000,>35%,1964375,0.19225453388482341,MEX
"Micronesia, Fed. Sts.",Oceania,Micronesia,1983,63.81,5.89,80678,3000,45.4,NA,NA,0,>15%,702,0.3418803418803419,FSM
Moldova,Europe,Eastern Europe,1983,65.98,2.59,4132440,3246858773,36,NA,8.4,0,>35%,33851,0.27626953413488525,MDA
Mongolia,Asia,Eastern Asia,1983,59.34,5.7,1823215,848427676.7,101.9,NA,5.5,20850,>15%,1564116,0.03148679509703884,MNG
Montenegro,Europe,Southern Europe,1983,73.68,2.15,602964,16100,NA,NA,NA,0,>35%,13812,0.5620474949319433,MNE
Morocco,Africa,Northern Africa,1983,62.49,5.29,21583746,21290326609,83.9,NA,5.4,500,>35%,446550,0.13076923076923078,MAR
Mozambique,Africa,Eastern Africa,1983,49.72,6.44,12766859,2028997418,172.3,NA,5,0,>5%,799380,0.03794315594585804,MOZ
Namibia,Africa,Southern Africa,1983,59.45,6.15,1081740,2263452546,60.2,NA,8.4,0,>5%,824292,0.05354655874374615,NAM
Nepal,Asia,Southern Asia,1983,52.57,5.63,15963746,2319450901,128,NA,4.7,0,>5%,147181,0.07367798832729767,NPL
Netherlands,Europe,Western Europe,1983,76.21,1.47,14325363,226203256621,8.2,NA,5.9,28120,>60%,41543,3.3530317983775846,NLD
New Caledonia,Oceania,Melanesia,1983,68.28,3.27,148988,1322366606,NA,NA,NA,0,>60%,18575,0.30266487213997306,NCL
New Zealand,Oceania,Australia and New Zealand,1983,73.97,2.1,3215826,35085826695,11.9,NA,7.4,39860,>60%,267710,0.35172388031825486,NZL
Nicaragua,Americas,Central America,1983,67.56,5.75,3527935,3534949883,66.6,NA,4.6,0,>5%,130370,0.18330137301526425,NIC
Niger,Africa,Western Africa,1983,43.66,7.76,6472971,1483598546,136.7,NA,4.2,20000,>0%,1267000,0.014955801104972376,NER
Nigeria,Africa,Western Africa,1983,53.12,6.75,79729311,25815460906,123.9,NA,NA,2423000,>35%,923768,0.20914342129192612,NGA
Norway,Europe,Northern Europe,1983,76.19,1.66,4120386,96347057333,8.1,NA,6.9,1568000,>60%,323802,0.28989938295625106,NOR
Oman,Asia,Western Asia,1983,66.59,8.34,1360921,8163293643,60.7,NA,4.3,943500,>60%,309500,0.19463651050080774,OMN
Pakistan,Asia,Southern Asia,1983,59.77,6.46,86264621,33542237848,117.9,NA,2.1,98000,>5%,796095,0.3294280205251886,PAK
Panama,Americas,Central America,1983,72.8,3.58,2121921,6803502364,32.3,NA,3.5,0,>35%,75420,0.20070273137098912,PAN
Papua New Guinea,Oceania,Melanesia,1983,54.65,5.42,3489402,2148290132,72.6,NA,NA,34210,>0%,462840,0.020199204908823782,PNG
Paraguay,Americas,South America,1983,72.41,5.15,3465796,4569856276,45.7,NA,4.8,0,>15%,406752,0.07881706789395013,PRY
Peru,Americas,South America,1983,64.55,4.6,18660443,36733579871,76.3,NA,2.8,69300,>35%,1285216,0.10945397505166447,PER
Philippines,Asia,South-Eastern Asia,1983,65.13,4.88,51455037,56438179178,51.7,NA,2.7,21000,>35%,300000,0.7105033333333334,PHL
Poland,Europe,Eastern Europe,1983,71.29,2.31,36879742,26500,19.3,NA,5.2,19260,>60%,312685,1.3177319027135936,POL
Portugal,Europe,Southern Europe,1983,72.65,1.96,9904444,65886672394,18.6,NA,5.6,0,>60%,92090,0.9002063199044413,PRT
Puerto Rico,Americas,Caribbean,1983,73.76,2.44,3304717,28476543421,NA,NA,NA,0,>35%,13790,1.9479332849891227,PRI
Qatar,Asia,Western Asia,1983,73.01,5.33,309276,132100,26,NA,2.5,1540000,>60%,11586,0.8484377697220784,QAT
Romania,Europe,Eastern Europe,1983,70.1,2,22928996,45526793810,31.8,NA,4.2,83350,>35%,238391,0.35313833156453056,ROU
Russia,Europe,Eastern Europe,1983,68.01,2.09,140951400,25400,26,NA,4.1,10840000,>35%,17098242,0.07505958799740932,RUS
Rwanda,Africa,Eastern Africa,1983,48.69,8.4,5669251,1556784024,105.3,NA,5.1,0,>5%,26338,0.17844938871592375,RWA
St. Lucia,Americas,Caribbean,1983,69.29,4.16,122738,257440039.1,24,NA,4.1,0,>60%,616,1.9642857142857142,LCA
St. Vincent and the Grenadines,Americas,Caribbean,1983,68.15,3.56,102985,188720276.3,34.2,NA,5.1,0,>60%,389,2.1311053984575836,VCT
Samoa,Oceania,Polynesia,1983,64.94,5.85,158383,176349983,50.8,NA,5.8,0,>5%,2831,0.825503355704698,WSM
Saudi Arabia,Asia,Western Asia,1983,69.54,6.94,11962244,131318117490,59.4,NA,5.1,9735000,>35%,2149690,0.10297856900297252,SAU
Senegal,Africa,Western Africa,1983,52.47,7.23,6062682,2877814688,85.4,NA,5.6,0,>15%,196722,0.07120708410853896,SEN
Serbia,Europe,Southern Europe,1983,71.19,2.32,9127679,13700,NA,NA,4.8,16840,>35%,77474,0.5711335415752381,SRB
Seychelles,Africa,Eastern Africa,1983,69.02,3.43,68906,260360208.8,19.8,NA,3.6,0,>35%,455,1.1164835164835165,SYC
Sierra Leone,Africa,Western Africa,1983,53.06,6.99,3296530,980139482.7,162.8,NA,2.9,0,>0%,71740,0.15751324226373015,SLE
Singapore,Asia,South-Eastern Asia,1983,72.11,1.61,2583241,29416997888,10,NA,3,0,>60%,697,4.913916786226686,SGP
Slovak Republic,Europe,Eastern Europe,1983,70.64,2.27,5098607,29700,21.3,NA,4.2,200,>60%,49035,0.8956051799734883,SVK
Slovenia,Europe,Southern Europe,1983,70.74,1.85,1903548,31000,13.8,NA,5.7,5,>60%,20273,1.923001035860504,SVN
Solomon Islands,Oceania,Melanesia,1983,61.16,6.43,254602,1900,37.6,NA,7.3,0,>5%,28896,0.048103543743078625,SLB
South Africa,Africa,Southern Africa,1983,58.64,4.5,31409913,98385496370,59.6,NA,6,3000,>35%,1219090,0.6127636187648163,ZAF
Spain,Europe,Southern Europe,1983,76,1.84,38415495,339364989096,12.6,NA,5,6419,>60%,505370,1.3518313314996933,ESP
Sri Lanka,Asia,Southern Asia,1983,69.83,3.12,15727670,7516808382,31.2,NA,1.7,0,>15%,65610,1.738957475994513,LKA
Sudan,Africa,Northern Africa,1983,57.44,6.61,16015120,6419403473,86.1,NA,NA,64770,>15%,1861484,0.0063927490110041235,SDN
Suriname,Americas,South America,1983,68.57,3.59,365242,884191580.2,48.1,NA,NA,15000,>35%,163820,0.026272738371383227,SUR
Swaziland,Africa,Southern Africa,1983,57.38,6.52,658496,551909285.4,72.7,NA,8.3,0,>15%,17364,0.20697995853489978,SWZ
Sweden,Europe,Northern Europe,1983,76.6,1.61,8326196,166363076144,6.6,NA,7,0,>60%,450295,1.2870762500138797,SWE
Switzerland,Europe,Western Europe,1983,76.27,1.53,6376791,182088788225,7.6,NA,5.2,0,>60%,41277,1.7313273735978874,CHE
Syria,Asia,Western Asia,1983,67.58,6.7,9960833,10754848136,40.8,NA,5.1,22660,>15%,185180,0.3773247650934226,SYR
Tajikistan,Asia,Central Asia,1983,65.07,5.53,4269775,2700,99,NA,3.9,206,>15%,143100,0.19403913347309573,TJK
Tanzania,Africa,Eastern Africa,1983,55.05,6.54,20528465,2900,107.4,NA,6.2,0,>5%,947300,0.09128259263169007,TZA
Thailand,Asia,South-Eastern Asia,1983,66.69,2.86,50183106,43912159722,41.6,NA,5.8,232900,>15%,513120,0.35089842531961335,THA
Timor-Leste,Asia,South-Eastern Asia,1983,48.76,5.26,614379,5600,170.2,NA,9.4,76490,>0%,14874,0.4060777195105553,TLS
Togo,Africa,Western Africa,1983,55.48,7.03,3026378,827832770.4,100.7,NA,4.5,0,>0%,56785,0.20519503389979749,TGO
Tonga,Oceania,Polynesia,1983,67.8,5.39,93775,129199320.6,22.4,NA,3.9,0,>35%,747,0.9103078982597055,TON
Trinidad and Tobago,Americas,Caribbean,1983,68.28,3.22,1138673,7399928179,31.4,NA,3.2,81260,>60%,5128,1.6224648985959438,TTO
Tunisia,Africa,Northern Africa,1983,67.13,4.83,6930390,10490679115,59.2,NA,6.2,55050,>35%,163610,0.11868467697573498,TUN
Turkey,Asia,Western Asia,1983,63.82,3.98,47072603,127719432121,78.8,NA,2.9,47670,>35%,783562,0.492300545457794,TUR
Turkmenistan,Asia,Central Asia,1983,62.89,4.77,3075867,16400,87.3,NA,NA,242900,>5%,488100,0.12004097520999796,TKM
Uganda,Africa,Eastern Africa,1983,52.17,7.1,13727427,2670608352,122.1,NA,3.3,0,>15%,241038,0.08297446875596379,UGA
Ukraine,Europe,Eastern Europe,1983,69.48,2.03,50579135,7500,20.9,NA,6.2,40490,>35%,603550,0.28115980449010025,UKR
United Arab Emirates,Asia,Western Asia,1983,68.2,5.21,1218223,58000802115,22.3,NA,NA,2820000,>60%,83600,0.04880382775119617,ARE
United Kingdom,Europe,Northern Europe,1983,74.28,1.78,56283959,884575705039,10.4,NA,6.2,787200,>60%,243610,1.619096096219367,GBR
United States,Americas,Northern America,1983,74.71,1.78,236161961,5401885901722,11.2,NA,5.4,8653000,>60%,9826675,0.6702786039021338,USA
Uruguay,Americas,South America,1983,71.46,2.57,2973461,13467442600,27.6,NA,4.5,0,>35%,176215,0.44112022245552307,URY
Uzbekistan,Asia,Central Asia,1983,67.27,4.71,17257774,6100,76.7,NA,NA,64810,>35%,447400,0.19333035315154223,UZB
Vanuatu,Oceania,Melanesia,1983,58.98,5.36,124248,162689159.4,43.4,NA,5,0,>5%,12189,0.08778406760193617,VUT
Venezuela,Americas,South America,1983,70.17,3.93,16617343,82473592071,31.5,NA,6.9,2500000,>35%,912050,0.10542733402773971,VEN
West Bank and Gaza,Asia,Western Asia,1983,67.92,6.95,1650014,NA,50.6,NA,NA,NA,NA,360,NA,PSE
Vietnam,Asia,South-Eastern Asia,1983,67.3,4.52,58277391,6000,43.9,NA,6.3,298400,>35%,331210,0.6238730714652335,VNM
Yemen,Asia,Western Asia,1983,54.02,9.22,9043210,2700,117.6,NA,5.2,125100,>15%,527968,0.1350460633977817,YEM
Zambia,Africa,Eastern Africa,1983,56.71,6.94,6571673,2761217379,100.2,NA,1.3,0,>15%,752618,0.05375103970407298,ZMB
Zimbabwe,Africa,Eastern Africa,1983,64.23,6.63,8197564,4286756718,58.8,NA,2.5,0,>15%,390757,0.24891940515461014,ZWE
Albania,Europe,Southern Europe,1984,72.42,3.3,2901590,3079599649,49.1,NA,3.3,20510,>35%,28748,0.626130513427021,ALB
Algeria,Africa,Northern Africa,1984,66.15,6.19,21893857,43047724737,65.5,NA,4.3,1420000,>15%,2381741,0.047719294415303766,DZA
Angola,Africa,Middle Africa,1984,47.23,7.21,9444918,7300,135.3,NA,3.5,1742000,>15%,1246700,0.0412521055586749,AGO
Antigua and Barbuda,Americas,Caribbean,1984,71.82,2.1,66863,390244613.4,NA,NA,2.4,0,>60%,443,2.641083521444695,ATG
Argentina,Americas,South America,1984,71.26,3.12,29920907,201877686114,30.1,NA,6.3,532100,>35%,2780400,0.08321608401668824,ARG
Armenia,Asia,Western Asia,1984,72.1,2.44,3287588,8500,53.3,NA,3.3,0,>35%,29743,0.2590525501798743,ARM
Aruba,Americas,Caribbean,1984,73.07,2.34,62831,25300,NA,NA,6,0,>60%,180,NA,ABW
Australia,Oceania,Australia and New Zealand,1984,75.98,1.84,15548591,232453957602,9.6,NA,5.6,354300,>60%,7741220,0.10634202360868183,AUS
Austria,Europe,Western Europe,1984,73.73,1.52,7593397,124057574520,11.3,NA,5.9,21760,>60%,83871,1.484517890570042,AUT
Azerbaijan,Asia,Western Asia,1984,66.15,2.98,6568857,18000,81.5,NA,2.4,845900,>35%,86600,0.6113394919168591,AZE
Bahamas,Americas,Caribbean,1984,67.5,2.92,230016,4331645714,23.7,NA,NA,0,>60%,13880,0.19452449567723343,BHS
Bahrain,Asia,Western Asia,1984,70.46,4.47,407223,3894427038,21.9,NA,2.6,49500,>60%,760,5.423684210526316,BHR
Bangladesh,Asia,Southern Asia,1984,55,5.71,90559540,23788673522,121.3,NA,2.2,4000,>5%,143998,0.14770344032556007,BGD
Barbados,Americas,Caribbean,1984,71.23,1.86,255195,1862234629,20.1,NA,5.6,1000,>60%,430,3.7209302325581395,BRB
Belarus,Europe,Eastern Europe,1984,70.09,2.1,9925227,17700,16.5,NA,5.1,30000,>35%,207600,0.41614643545279384,BLR
Belgium,Europe,Western Europe,1984,74.31,1.57,9885088,157823226219,10.2,NA,6.6,0,>60%,30528,5.0449423480083855,BEL
Belize,Americas,Central America,1984,71.09,5.17,160342,291512608,43.8,NA,6.6,1818,>15%,22966,0.12496734302882521,BLZ
Benin,Africa,Western Africa,1984,51.62,6.99,4163968,1258288241,120.9,NA,5.3,0,>0%,112622,0.14206815719841595,BEN
Bhutan,Asia,Southern Asia,1984,55.78,6.36,456135,143885322.5,117,NA,4.7,0,>15%,38394,0.27551179871854975,BTN
Bolivia,Americas,South America,1984,57.47,5.19,6085499,5288233917,102.1,NA,6.9,51130,>35%,1098581,0.07326542148462425,BOL
Bosnia and Herzegovina,Europe,Southern Europe,1984,76.63,1.97,4318301,10500,26.2,NA,NA,0,>60%,51197,0.4477996757622517,BIH
